applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
1491,Hospitality,Nairobi,Q1,Business Expansion,Certificate,15.5,7,670909.0,1541228.0,18,17.27,601553.0,0.229,547.0,1,0,6.2,3.2,5,Medium
1492,Hospitality,Nairobi,Q1,Working Capital,Secondary,9.5,5,1321719.0,2550693.0,18,18.59,1397704.0,0.397,662.0,2,0,56.5,3.2,4,Low
1493,Agriculture,Other,Q3,Inventory Financing,Primary,2.8,8,543559.0,1100054.0,6,10.62,607074.0,0.064,627.0,0,0,5.7,3.2,5,Medium
1494,Hospitality,Nairobi,Q4,Business Expansion,Secondary,10.5,7,2579513.0,8059207.0,48,13.72,12410171.0,0.177,644.0,1,1,41.9,3.9,9,Low
1495,Hospitality,Nairobi,Q2,Inventory Financing,Certificate,6.2,13,1361184.0,2386844.0,12,10.99,,0.647,711.0,2,1,20.8,3.4,4,Medium
1496,Services,Kisumu,Q2,Working Capital,Masters,2.2,9,2094986.0,1125723.0,18,11.58,619151.0,0.192,677.0,1,0,8.9,3.0,3,Low
1497,Retail,Mombasa,Q3,Business Expansion,Masters,3.5,10,3886629.0,4221296.0,18,13.26,2756298.0,0.646,618.0,1,1,35.2,2.8,10,Low
1498,Hospitality,Nairobi,Q3,Working Capital,Primary,1.5,6,2338946.0,2750734.0,12,18.08,,0.225,586.0,3,0,29.1,2.6,3,Medium
1499,Agriculture,Other,Q3,Working Capital,Diploma,8.0,10,1650890.0,2750051.0,36,18.75,1097183.0,0.234,726.0,3,2,38.8,1.8,11,Low
1500,Manufacturing,Nairobi,Q2,Equipment Purchase,Primary,4.1,8,1907026.0,3243052.0,24,14.3,4027544.0,0.264,779.0,2,1,27.0,4.2,9,Low
1501,Manufacturing,Mombasa,Q4,Equipment Purchase,Secondary,11.5,7,1274153.0,3269176.0,24,12.78,1363746.0,0.644,567.0,2,0,47.8,3.7,7,Medium
1502,Manufacturing,Other,Q2,Equipment Purchase,Diploma,4.2,9,1527873.0,1143964.0,18,20.42,440202.0,0.534,729.0,2,0,50.3,3.2,6,Low
1503,Retail,Other,Q2,Equipment Purchase,Diploma,4.0,6,4836006.0,16122526.0,24,15.78,28007223.0,0.412,784.0,0,1,66.0,4.7,6,Low
1504,Retail,Other,Q4,Working Capital,Bachelors,2.2,5,1041088.0,1523224.0,12,15.09,,0.297,575.0,2,1,45.9,,6,Medium
1505,Hospitality,Mombasa,Q2,Business Expansion,Bachelors,14.1,9,1654484.0,1353131.0,36,21.26,1411615.0,0.218,551.0,4,0,87.9,3.6,2,Low
1506,Hospitality,Eldoret,Q4,Working Capital,Secondary,4.0,11,1803166.0,2284791.0,18,15.14,,0.383,608.0,1,1,54.5,4.1,6,Medium
1507,Services,Other,Q2,Working Capital,Diploma,10.9,11,2147426.0,1506614.0,24,11.95,1900728.0,0.282,737.0,1,3,100.0,2.5,5,Low
1508,Technology,Nairobi,Q1,Inventory Financing,Bachelors,11.7,7,2771020.0,6679488.0,24,18.97,,0.293,532.0,4,1,56.5,3.4,11,High
1509,Manufacturing,Other,Q4,Business Expansion,Bachelors,6.5,6,759727.0,2390655.0,12,14.28,2624018.0,0.02,679.0,0,1,48.0,3.9,4,Low
1510,Retail,Nairobi,Q3,Business Expansion,Diploma,5.5,8,1138211.0,1858015.0,48,11.27,1859636.0,0.898,594.0,2,0,40.9,4.8,4,Medium
1511,Hospitality,Nakuru,Q2,Inventory Financing,Diploma,3.8,11,1452089.0,2414935.0,18,18.8,1226751.0,0.972,732.0,2,0,50.8,3.6,7,Medium
1512,Services,Nairobi,Q1,Inventory Financing,Diploma,5.0,12,1882626.0,2090876.0,24,13.1,3575478.0,0.401,545.0,2,1,82.9,3.0,3,Low
1513,Technology,Nairobi,Q1,Working Capital,Certificate,7.2,8,2418160.0,2781798.0,48,14.03,,0.329,796.0,2,2,33.4,2.2,5,Low
1514,Agriculture,Nairobi,Q2,Inventory Financing,Diploma,8.3,8,2134204.0,2190956.0,12,17.7,,0.483,676.0,4,0,27.7,4.4,7,Medium
1515,Hospitality,Other,Q2,Equipment Purchase,Bachelors,11.0,6,1772025.0,996137.0,60,19.4,652883.0,0.541,668.0,1,2,59.1,3.7,6,Medium
1516,Hospitality,Nairobi,Q1,Equipment Purchase,Secondary,8.7,11,911143.0,1043153.0,48,9.69,1356649.0,0.49,657.0,0,1,30.6,3.4,6,Medium
1517,Manufacturing,Other,Q2,Working Capital,Certificate,5.2,5,748723.0,1518700.0,6,16.93,,0.527,820.0,3,1,68.9,4.5,2,Medium
1518,Services,Nairobi,Q3,Equipment Purchase,Certificate,2.5,5,703347.0,2005668.0,24,18.72,2917663.0,0.627,518.0,0,0,27.1,1.7,6,Medium
1519,Hospitality,Nairobi,Q1,Equipment Purchase,Bachelors,2.8,6,2576699.0,7783430.0,48,19.87,5595827.0,0.748,732.0,1,2,19.2,3.4,3,Low
1520,Retail,Nairobi,Q3,Working Capital,Secondary,4.1,8,4217345.0,6433345.0,24,15.65,,0.22,765.0,0,0,72.6,2.3,6,Low
1521,Retail,Other,Q4,Business Expansion,Certificate,8.0,11,942969.0,1136126.0,36,13.38,1150614.0,0.635,550.0,3,0,15.1,2.2,5,Medium
1522,Retail,Nairobi,Q3,Working Capital,Bachelors,9.4,3,676388.0,1831346.0,24,17.2,2267410.0,0.35,614.0,0,0,21.9,5.0,9,Low
1523,Services,Other,Q2,Business Expansion,Certificate,3.1,6,1195303.0,1762879.0,24,11.3,666615.0,0.572,608.0,1,0,57.8,2.4,1,Medium
1524,Manufacturing,Nairobi,Q4,Business Expansion,Bachelors,3.6,4,1753959.0,4339575.0,24,20.04,2250102.0,0.371,610.0,1,2,51.4,3.6,8,Low
1525,Technology,Other,Q3,Business Expansion,Diploma,0.8,9,1029472.0,1769308.0,18,14.43,1632688.0,0.863,654.0,4,2,62.3,3.9,5,Medium
1526,Retail,Eldoret,Q2,Working Capital,Primary,0.8,7,1255681.0,2747489.0,18,11.52,3530954.0,0.349,850.0,1,0,40.7,3.3,0,Low
1527,Hospitality,Nairobi,Q3,Equipment Purchase,Certificate,7.0,6,2441322.0,6220353.0,6,16.77,9835402.0,0.629,607.0,1,0,90.5,4.7,6,Low
1528,Services,Kisumu,Q1,Equipment Purchase,Secondary,21.1,11,2391311.0,3683612.0,36,19.26,4158582.0,0.302,562.0,2,1,35.0,1.7,5,Low
1529,Manufacturing,Nairobi,Q4,Business Expansion,Certificate,2.5,6,1114882.0,2776766.0,18,17.62,3525157.0,0.383,808.0,3,1,10.3,1.9,10,Low
1530,Retail,Mombasa,Q1,Business Expansion,Certificate,2.5,7,650816.0,1338564.0,48,12.18,1607820.0,0.116,640.0,4,0,46.2,4.7,6,Low
1531,Hospitality,Nairobi,Q3,Equipment Purchase,Secondary,2.0,3,1346055.0,3590875.0,60,20.37,5163742.0,0.593,549.0,2,0,29.8,3.0,5,Low
1532,Manufacturing,Nakuru,Q2,Business Expansion,Bachelors,4.9,8,3076619.0,7615153.0,18,17.19,11044470.0,0.241,744.0,1,1,51.4,2.7,5,Low
1533,Manufacturing,Kisumu,Q1,Working Capital,Bachelors,1.2,5,495818.0,304292.0,18,15.84,153309.0,0.786,701.0,1,0,33.2,,2,Medium
1534,Agriculture,Nairobi,Q4,Inventory Financing,Bachelors,17.9,12,4872205.0,13542996.0,12,15.43,,0.407,637.0,2,1,37.3,2.0,6,Medium
1535,Retail,Nairobi,Q4,Inventory Financing,Bachelors,4.3,7,1713718.0,5402019.0,36,19.09,,0.367,627.0,2,0,19.6,5.0,5,Medium
1536,Technology,Other,Q2,Inventory Financing,Bachelors,10.5,9,4388009.0,6060830.0,24,17.26,5713349.0,0.611,663.0,3,2,39.5,3.7,5,Low
1537,Agriculture,Nairobi,Q1,Inventory Financing,Bachelors,2.1,12,974291.0,3437861.0,18,15.96,,0.486,670.0,0,0,100.0,5.0,11,Medium
1538,Manufacturing,Nairobi,Q3,Equipment Purchase,Secondary,4.7,9,926437.0,1645365.0,36,16.45,2315625.0,0.72,634.0,1,1,0.0,4.1,7,Low
1539,Agriculture,Nairobi,Q3,Inventory Financing,Bachelors,9.8,12,698775.0,1135458.0,6,16.49,,0.27,801.0,5,1,42.1,2.4,7,Low
1540,Retail,Mombasa,Q4,Equipment Purchase,Secondary,0.5,7,1684655.0,1646768.0,60,16.11,2842315.0,0.377,558.0,1,0,96.3,3.3,5,Low
1541,Retail,Mombasa,Q2,Working Capital,Secondary,1.6,9,1602958.0,3384595.0,48,15.72,1012930.0,0.07,,0,1,24.4,4.2,5,Medium
1542,Retail,Kisumu,Q4,Equipment Purchase,Bachelors,6.4,8,1382176.0,1652728.0,48,16.4,1682496.0,0.643,585.0,1,0,20.1,4.0,5,Medium
1543,Retail,Nairobi,Q1,Inventory Financing,Secondary,15.7,8,1884822.0,2292623.0,48,20.11,3998140.0,0.976,,2,1,58.4,,10,Low
1544,Retail,Nairobi,Q3,Business Expansion,Masters,5.2,11,2071002.0,4547470.0,36,12.67,1557541.0,0.416,583.0,1,1,74.1,3.5,8,Low
1545,Hospitality,Eldoret,Q1,Inventory Financing,Masters,2.2,6,896480.0,1372640.0,12,10.49,,0.236,801.0,0,0,58.3,2.4,2,Low
1546,Hospitality,Nairobi,Q3,Working Capital,Primary,4.9,9,2808793.0,4075638.0,36,13.42,,0.599,738.0,5,0,21.8,2.0,4,Medium
1547,Hospitality,Nairobi,Q4,Inventory Financing,Diploma,1.0,6,531370.0,1434261.0,24,17.02,,0.82,745.0,1,1,93.7,3.6,6,High
1548,Services,Mombasa,Q1,Inventory Financing,Masters,8.5,9,1202304.0,1043696.0,60,14.53,1891572.0,0.645,598.0,1,0,58.1,3.4,10,Low
1549,Retail,Nairobi,Q4,Equipment Purchase,Diploma,5.4,8,1944337.0,5004546.0,48,15.84,4521606.0,0.892,680.0,0,1,76.9,4.7,9,Low
1550,Retail,Eldoret,Q3,Inventory Financing,Diploma,5.1,10,1313130.0,3758926.0,36,17.87,,0.473,615.0,1,0,49.3,4.1,3,High
1551,Services,Nairobi,Q1,Working Capital,Diploma,2.4,8,1659795.0,903130.0,12,16.86,,0.523,751.0,2,0,100.0,2.8,9,Medium
1552,Agriculture,Nairobi,Q2,Equipment Purchase,Diploma,8.6,7,594125.0,2087592.0,18,17.22,1279457.0,0.388,601.0,3,0,53.8,2.8,3,Medium
1553,Hospitality,Mombasa,Q1,Working Capital,Diploma,0.6,8,1190079.0,3912061.0,6,18.2,4765866.0,0.49,553.0,2,3,27.7,3.3,6,Low
1554,Retail,Nairobi,Q3,Business Expansion,Diploma,7.7,6,1551426.0,3806527.0,48,17.35,5887520.0,0.201,541.0,2,2,69.8,3.3,5,Low
1555,Agriculture,Other,Q3,Inventory Financing,Masters,2.7,11,602935.0,1587605.0,48,14.44,2360852.0,0.409,649.0,2,1,46.7,4.3,13,Low
1556,Retail,Mombasa,Q1,Inventory Financing,Primary,1.4,8,2109350.0,1921382.0,24,14.51,2905325.0,0.907,685.0,1,2,31.3,4.6,5,Low
1557,Services,Mombasa,Q3,Working Capital,Secondary,2.6,15,671694.0,397049.0,60,15.42,437830.0,0.809,603.0,2,1,31.1,2.0,8,High
1558,Services,Mombasa,Q4,Business Expansion,Primary,6.7,8,924105.0,2512484.0,36,12.58,782439.0,0.474,567.0,1,0,65.6,3.5,6,Medium
1559,Hospitality,Other,Q1,Equipment Purchase,Primary,10.0,9,714652.0,914917.0,6,14.54,1099568.0,0.269,825.0,3,2,51.9,3.1,3,Low
1560,Retail,Nairobi,Q1,Working Capital,Secondary,20.5,8,2108501.0,2178378.0,48,12.59,3023429.0,0.418,624.0,3,1,10.4,,7,Low
1561,Services,Other,Q4,Inventory Financing,Bachelors,7.2,9,958589.0,2559609.0,12,13.73,3365803.0,0.569,726.0,1,0,22.7,4.2,4,Low
1562,Hospitality,Other,Q4,Equipment Purchase,Secondary,4.8,7,2232729.0,3177873.0,18,10.49,4925506.0,0.229,576.0,5,1,58.1,3.6,8,Low
1563,Manufacturing,Nairobi,Q2,Working Capital,Diploma,4.4,9,2589906.0,4707211.0,18,11.53,,0.199,,2,0,44.0,3.3,1,Medium
1564,Services,Nairobi,Q4,Equipment Purchase,Secondary,6.1,8,1240067.0,619934.0,18,19.56,833053.0,0.282,728.0,4,2,76.3,3.3,1,Low
1565,Services,Eldoret,Q4,Business Expansion,Masters,3.1,14,2107197.0,6848241.0,12,11.25,11291968.0,0.416,626.0,5,1,56.7,3.2,15,Low
1566,Services,Nairobi,Q1,Inventory Financing,Secondary,2.9,6,4590305.0,9052338.0,18,16.86,,0.577,594.0,1,1,30.9,4.1,11,Medium
1567,Agriculture,Nairobi,Q4,Working Capital,Certificate,5.9,9,533975.0,540978.0,12,17.35,374118.0,0.343,568.0,3,0,82.9,4.2,2,Medium
1568,Services,Nairobi,Q4,Business Expansion,Certificate,7.1,10,523638.0,847494.0,18,18.69,925722.0,0.467,625.0,0,0,79.6,3.4,5,Low
1569,Agriculture,Kisumu,Q3,Working Capital,Secondary,0.6,13,4453029.0,10057888.0,24,14.53,15912910.0,0.047,603.0,3,0,58.4,3.7,5,Low
1570,Retail,Other,Q3,Inventory Financing,Primary,5.0,8,870605.0,2314642.0,36,16.48,,0.225,752.0,4,1,37.2,4.1,7,Low
1571,Agriculture,Other,Q1,Working Capital,Certificate,3.6,8,9475712.0,23906914.0,48,15.22,,0.651,661.0,1,0,64.7,2.8,8,Medium
1572,Hospitality,Kisumu,Q3,Inventory Financing,Secondary,5.0,9,2677727.0,4080160.0,12,16.41,,0.146,693.0,2,2,50.7,3.5,4,Low
1573,Services,Mombasa,Q3,Equipment Purchase,Primary,12.5,6,389032.0,855295.0,36,16.71,408216.0,0.342,623.0,2,3,96.1,3.2,5,Medium
1574,Services,Other,Q2,Business Expansion,Bachelors,16.0,6,3122438.0,3573964.0,48,18.34,4041676.0,0.145,448.0,4,2,0.0,4.7,9,Low
1575,Retail,Nakuru,Q3,Business Expansion,Secondary,6.9,9,1457230.0,2753045.0,48,15.6,1117927.0,0.554,678.0,1,0,35.9,2.5,11,Low
1576,Retail,Other,Q2,Equipment Purchase,Primary,11.1,11,1793746.0,3748266.0,12,14.09,2881195.0,0.376,717.0,1,0,58.5,2.7,9,Low
1577,Hospitality,Nakuru,Q3,Equipment Purchase,Diploma,9.2,11,2816746.0,5804659.0,6,13.52,8582624.0,0.331,586.0,0,1,49.6,4.2,6,Low
1578,Agriculture,Nakuru,Q1,Working Capital,Certificate,0.5,10,988845.0,3331167.0,12,12.48,5445455.0,0.095,688.0,4,3,27.0,5.0,5,Low
1579,Technology,Nakuru,Q1,Working Capital,Diploma,6.0,10,1285074.0,2065012.0,18,15.73,1106002.0,0.758,555.0,1,1,75.0,3.2,3,Medium
1580,Technology,Nairobi,Q2,Working Capital,Certificate,0.7,9,1604148.0,4036779.0,6,17.56,4952771.0,0.477,775.0,1,0,54.2,3.1,10,Low
1581,Technology,Nairobi,Q3,Working Capital,Secondary,0.4,6,483962.0,424877.0,36,14.59,,0.54,676.0,0,0,38.8,2.3,4,Medium
1582,Manufacturing,Nairobi,Q3,Business Expansion,Diploma,4.2,7,1280398.0,2489320.0,18,17.21,3568166.0,0.234,850.0,2,2,99.5,4.0,9,Low
1583,Manufacturing,Other,Q3,Equipment Purchase,Certificate,3.7,12,1808631.0,3337164.0,18,19.36,2386742.0,0.074,732.0,2,1,78.7,3.5,5,Low
1584,Hospitality,Other,Q3,Equipment Purchase,Bachelors,10.4,11,1713150.0,2456754.0,60,13.59,1592262.0,0.607,584.0,1,0,45.3,3.6,7,Medium
1585,Hospitality,Kisumu,Q1,Equipment Purchase,Secondary,4.0,9,1685704.0,4890739.0,12,19.05,3527527.0,0.628,572.0,4,1,57.1,2.9,3,Low
1586,Retail,Nairobi,Q3,Inventory Financing,Secondary,1.1,9,1480323.0,1313028.0,12,16.44,,0.677,563.0,3,0,23.3,4.3,2,Medium
1587,Services,Nairobi,Q2,Inventory Financing,Secondary,3.9,9,439725.0,751651.0,24,12.95,,0.141,748.0,0,3,10.9,4.0,2,Low
1588,Hospitality,Mombasa,Q2,Working Capital,Secondary,2.5,9,858259.0,776634.0,12,13.2,843352.0,0.273,539.0,1,0,40.2,5.0,7,Medium
1589,Retail,Mombasa,Q1,Equipment Purchase,Secondary,1.6,9,428178.0,892421.0,36,16.53,737557.0,0.131,646.0,0,0,61.0,3.5,8,Low
1590,Hospitality,Nairobi,Q2,Inventory Financing,Diploma,7.8,8,2001466.0,5047100.0,12,15.44,,0.763,616.0,2,1,99.8,2.9,10,High
1591,Hospitality,Nairobi,Q2,Working Capital,Certificate,4.3,10,2892702.0,9288576.0,18,17.68,14800163.0,0.322,574.0,1,1,28.1,4.6,10,Low
1592,Manufacturing,Nakuru,Q4,Business Expansion,Masters,11.8,14,1906281.0,4625839.0,48,10.05,2039252.0,0.296,647.0,0,1,23.2,5.0,6,Low
1593,Retail,Eldoret,Q1,Business Expansion,Secondary,5.6,9,433365.0,1265097.0,6,19.12,1571846.0,0.507,623.0,2,0,67.3,3.2,4,Medium
1594,Retail,Nairobi,Q4,Business Expansion,Masters,13.7,8,1389505.0,2377735.0,18,19.14,759563.0,0.312,760.0,3,1,70.5,4.6,11,Low
1595,Services,Nairobi,Q1,Equipment Purchase,Secondary,2.8,10,2556777.0,8501798.0,12,12.35,14160455.0,0.712,681.0,2,0,52.3,3.1,5,Low
1596,Services,Nairobi,Q1,Business Expansion,Certificate,3.0,7,2091104.0,3665336.0,24,13.69,2887334.0,0.31,796.0,0,2,10.1,3.4,6,Low
1597,Manufacturing,Kisumu,Q4,Equipment Purchase,Masters,3.0,12,2513039.0,8478454.0,60,21.56,11847723.0,0.393,725.0,1,1,60.0,2.8,7,Low
1598,Agriculture,Kisumu,Q2,Inventory Financing,Bachelors,4.8,10,2687203.0,3981900.0,12,18.14,2054469.0,0.118,600.0,1,1,64.3,4.7,8,Low
1599,Retail,Mombasa,Q2,Equipment Purchase,Masters,11.4,12,871237.0,2296836.0,24,15.22,1399930.0,0.486,629.0,1,1,22.7,3.9,8,Medium
1600,Services,Other,Q2,Working Capital,Diploma,6.3,5,1896025.0,2812014.0,48,14.75,,0.145,520.0,2,0,48.8,4.3,7,Medium
1601,Services,Mombasa,Q3,Business Expansion,Secondary,1.6,10,1854390.0,2996266.0,18,15.81,2202479.0,0.147,617.0,1,0,67.6,5.0,4,Low
1602,Agriculture,Nairobi,Q4,Business Expansion,Diploma,5.7,10,842187.0,1988275.0,24,18.05,1399523.0,0.515,486.0,1,0,73.2,1.6,3,Medium
1603,Retail,Eldoret,Q4,Inventory Financing,Diploma,0.6,6,1033811.0,3083669.0,60,14.87,3472768.0,0.766,574.0,4,2,77.3,2.0,6,Medium
1604,Retail,Other,Q1,Business Expansion,Primary,4.3,11,1466059.0,1263406.0,36,17.15,1341559.0,0.116,651.0,4,1,97.4,3.2,4,Low
1605,Hospitality,Other,Q3,Equipment Purchase,Secondary,2.9,6,5419122.0,3884165.0,18,14.0,6892903.0,0.208,660.0,2,2,24.6,3.3,10,Low
1606,Hospitality,Nairobi,Q4,Equipment Purchase,Masters,13.2,11,3512186.0,5935849.0,24,9.73,3101270.0,0.878,679.0,3,1,65.3,3.5,6,Low
1607,Retail,Nairobi,Q1,Equipment Purchase,Bachelors,7.0,4,1679903.0,4196968.0,24,16.11,7163373.0,0.552,615.0,2,1,69.0,5.0,11,Low
1608,Hospitality,Mombasa,Q4,Working Capital,Bachelors,10.2,9,1794692.0,4571271.0,24,14.11,,0.755,613.0,0,0,75.3,4.0,5,High
1609,Agriculture,Other,Q2,Business Expansion,Secondary,4.9,6,578521.0,1728329.0,48,19.34,1316159.0,0.569,679.0,1,1,70.9,3.6,3,Medium
1610,Hospitality,Nakuru,Q2,Inventory Financing,Masters,9.0,3,1748351.0,6094802.0,36,16.63,8361117.0,0.489,725.0,3,0,46.5,3.2,6,Low
1611,Hospitality,Nakuru,Q1,Business Expansion,Secondary,3.4,5,3012830.0,5715547.0,24,17.78,6561818.0,0.772,663.0,3,1,60.0,2.5,2,Low
1612,Hospitality,Nairobi,Q3,Working Capital,Secondary,6.4,11,1272163.0,4373901.0,18,11.89,,0.38,793.0,3,0,79.2,2.4,5,Medium
1613,Hospitality,Other,Q1,Working Capital,Certificate,5.6,8,2305506.0,7923930.0,60,18.08,7375233.0,0.327,596.0,2,0,64.4,4.2,8,Low
1614,Manufacturing,Nairobi,Q2,Inventory Financing,Certificate,5.6,7,3967587.0,7557311.0,48,10.54,,0.148,745.0,1,0,27.5,2.7,5,Low
1615,Agriculture,Kisumu,Q1,Working Capital,Primary,5.0,7,1334385.0,2368324.0,24,18.58,,0.585,679.0,0,1,56.1,3.8,5,High
1616,Retail,Nakuru,Q3,Business Expansion,Bachelors,2.2,9,581875.0,879550.0,12,16.39,519785.0,0.886,716.0,3,2,81.6,4.6,12,Medium
1617,Services,Other,Q2,Inventory Financing,Bachelors,7.1,6,1566725.0,4644723.0,60,18.63,,0.422,797.0,3,0,51.7,3.9,5,Low
1618,Agriculture,Other,Q2,Inventory Financing,Secondary,4.5,11,1464672.0,3418974.0,36,20.47,,0.358,656.0,0,1,37.5,2.8,5,Medium
1619,Agriculture,Mombasa,Q2,Equipment Purchase,Diploma,3.2,4,8992625.0,15436704.0,48,19.27,23589054.0,0.737,617.0,2,2,33.6,4.6,8,Low
1620,Manufacturing,Nairobi,Q4,Inventory Financing,Bachelors,5.2,6,1537345.0,2016274.0,24,12.95,2209753.0,0.169,646.0,0,0,86.7,3.5,12,Low
1621,Services,Other,Q2,Equipment Purchase,Certificate,8.1,8,1580010.0,3834472.0,24,12.57,6619505.0,0.403,602.0,1,2,35.2,2.2,3,Low
1622,Services,Kisumu,Q2,Inventory Financing,Diploma,5.3,10,3126138.0,2976941.0,18,16.63,3264775.0,0.721,481.0,2,1,42.2,3.2,6,Medium
1623,Services,Nairobi,Q4,Business Expansion,Secondary,4.4,10,1000323.0,3218223.0,12,16.55,1523479.0,0.236,519.0,4,0,56.2,4.1,5,Medium
1624,Manufacturing,Nairobi,Q4,Working Capital,Certificate,9.4,7,1389356.0,4816037.0,6,16.8,6809501.0,0.258,652.0,2,0,49.7,2.2,3,Low
1625,Manufacturing,Other,Q3,Inventory Financing,Secondary,1.4,7,1397659.0,2851630.0,6,12.85,,0.314,553.0,4,1,41.4,3.6,5,High
1626,Retail,Other,Q3,Working Capital,Bachelors,7.6,8,1494197.0,4030541.0,24,12.36,,0.813,698.0,0,2,66.7,3.8,3,High
1627,Manufacturing,Kisumu,Q4,Inventory Financing,Secondary,3.5,4,2023226.0,3115994.0,36,15.91,4548297.0,0.189,638.0,1,1,71.3,3.2,4,Low
1628,Retail,Mombasa,Q2,Working Capital,Primary,4.8,12,1798741.0,5674711.0,60,20.38,,0.637,647.0,0,0,38.6,4.3,6,Medium
1629,Retail,Nakuru,Q3,Business Expansion,Bachelors,5.1,11,361387.0,821176.0,36,12.83,349899.0,0.295,814.0,1,0,64.6,4.0,3,Low
1630,Retail,Other,Q4,Working Capital,Secondary,14.6,5,3771515.0,2329904.0,18,16.9,,0.253,612.0,0,0,4.9,3.1,6,Low
1631,Hospitality,Kisumu,Q3,Equipment Purchase,Diploma,0.5,10,1134751.0,1176829.0,12,17.11,2093558.0,0.171,736.0,1,2,46.1,3.7,3,Low
1632,Retail,Eldoret,Q1,Equipment Purchase,Bachelors,8.3,9,2654256.0,7629924.0,12,14.78,9310220.0,0.28,703.0,4,1,93.4,4.7,8,Low
1633,Manufacturing,Other,Q4,Inventory Financing,Secondary,7.0,5,1764608.0,4636143.0,6,8.0,,0.585,707.0,1,0,100.0,3.3,8,Medium
1634,Services,Eldoret,Q4,Working Capital,Masters,5.7,5,2420517.0,5345433.0,36,17.46,9547386.0,0.523,551.0,0,0,54.2,4.6,9,Low
1635,Services,Mombasa,Q3,Business Expansion,Secondary,3.4,7,3719199.0,9730218.0,24,9.65,15897334.0,0.744,581.0,2,1,41.8,3.6,5,Low
1636,Retail,Nairobi,Q4,Inventory Financing,Secondary,5.0,9,1439348.0,2715949.0,12,15.29,2323148.0,0.061,602.0,0,2,92.3,4.2,3,Low
1637,Manufacturing,Nakuru,Q2,Working Capital,Primary,13.9,9,1376967.0,4499936.0,60,11.17,,0.359,,4,1,92.8,3.6,2,Medium
1638,Services,Other,Q4,Business Expansion,Bachelors,1.1,4,1975292.0,6014253.0,12,13.35,7806525.0,0.681,544.0,5,0,97.9,3.4,1,Low
1639,Retail,Other,Q1,Working Capital,Secondary,12.2,5,1685957.0,2037810.0,24,18.58,1631066.0,0.235,644.0,2,1,82.1,4.9,4,Low
1640,Retail,Nairobi,Q3,Inventory Financing,Bachelors,10.0,13,5501498.0,9676305.0,12,9.5,11136903.0,0.16,692.0,3,1,46.0,2.9,7,Low
1641,Retail,Nairobi,Q2,Inventory Financing,Certificate,7.9,8,1474680.0,1040633.0,48,11.66,,0.997,694.0,2,0,70.1,2.4,5,High
1642,Agriculture,Nakuru,Q3,Working Capital,Masters,8.3,6,1176561.0,3929904.0,48,13.52,,0.511,800.0,2,3,58.9,2.8,7,Medium
1643,Retail,Other,Q4,Inventory Financing,Primary,11.2,10,6392416.0,6149144.0,24,12.96,,0.305,590.0,0,1,35.8,4.7,10,Medium
1644,Agriculture,Nairobi,Q4,Equipment Purchase,Bachelors,0.5,6,992399.0,2286372.0,18,15.77,3428949.0,0.054,634.0,3,0,47.6,2.5,9,Low
1645,Hospitality,Kisumu,Q1,Working Capital,Masters,4.3,7,2697116.0,7122803.0,18,15.15,8814581.0,0.28,,1,0,36.9,4.0,8,Low
1646,Manufacturing,Nairobi,Q2,Inventory Financing,Bachelors,6.6,7,1146122.0,2589260.0,36,16.13,,0.277,688.0,0,1,67.5,4.4,9,Low
1647,Agriculture,Other,Q4,Equipment Purchase,Secondary,2.3,5,2431065.0,2879102.0,12,15.73,4658122.0,0.214,665.0,4,0,69.3,3.2,5,Low
1648,Manufacturing,Mombasa,Q4,Working Capital,Doctorate,6.2,5,4666166.0,10510092.0,48,15.78,9316255.0,0.302,671.0,0,1,35.9,3.3,6,Low
1649,Retail,Nairobi,Q2,Working Capital,Bachelors,16.3,5,4673689.0,5051977.0,60,20.72,,0.305,730.0,0,1,37.9,3.6,2,Low
1650,Manufacturing,Eldoret,Q4,Inventory Financing,Secondary,4.9,9,1283835.0,773066.0,18,12.66,,0.365,570.0,2,0,27.0,2.4,6,Medium
1651,Services,Nairobi,Q2,Inventory Financing,Masters,7.2,15,2464671.0,3592209.0,24,16.43,,0.312,492.0,5,1,42.8,3.7,4,High
1652,Manufacturing,Mombasa,Q4,Equipment Purchase,Primary,1.7,5,3441302.0,4029213.0,36,15.33,5159720.0,0.369,840.0,2,0,44.9,2.8,6,Low
1653,Retail,Nairobi,Q3,Equipment Purchase,Secondary,9.9,11,1939153.0,4082844.0,12,17.93,6890394.0,0.111,552.0,1,1,62.7,3.5,6,Low
1654,Technology,Nairobi,Q2,Business Expansion,Primary,7.4,7,5743516.0,8687143.0,36,8.0,5193160.0,0.245,592.0,1,1,82.1,4.6,6,Low
1655,Agriculture,Nairobi,Q3,Inventory Financing,Diploma,6.7,10,4709927.0,14432250.0,48,13.16,13324160.0,0.602,530.0,3,2,36.7,3.4,4,Low
1656,Hospitality,Nairobi,Q3,Working Capital,Certificate,2.4,9,4891423.0,7855830.0,48,16.87,,0.724,588.0,1,1,73.4,4.1,4,High
