store_id,store_format,location_type,delivery_available,store_size_category,store_age_years,store_size_sqm,num_staff,promotions_active,footfall_count,loyalty_program_members,online_order_count,avg_basket_size_kes,local_events_nearby,daily_sales_revenue_kes
766,Kiosk,Street,No,Large,4.2,387.4,9,2,226.0,58,,1052.6430266496986,2,161257.0
767,Supermarket,CBD,No,Small,4.5,123.5,1,1,246.0,70,,286.5301243902022,0,82554.0
768,Convenience,CBD,No,Medium,1.5,171.7,3,2,229.0,62,,,1,122161.0
769,Supermarket,Street,Yes,Small,0.3,119.9,3,1,103.0,35,21.023984369980056,,1,59770.0
770,Convenience,Street,No,Medium,2.5,182.1,5,4,237.0,66,,669.5112466687794,0,146649.0
771,Hypermarket,Residential,No,Small,12.7,182.3,5,2,211.0,74,,1065.3353831311047,0,135320.0
772,Supermarket,CBD,Yes,Small,2.5,108.7,4,1,161.0,48,13.61048010251694,1088.4104085983865,0,86955.0
773,Convenience,Street,Yes,Large,1.6,446.1,9,3,155.0,48,71.3551850042567,1071.6308690864116,1,132709.0
774,Kiosk,CBD,No,Medium,8.9,184.0,5,3,221.0,61,,1269.2981817255748,0,134243.0
775,Kiosk,Mall,No,Small,11.7,116.4,4,2,158.0,55,,850.5874019673412,0,96491.0
776,Supermarket,Street,No,Small,12.7,123.8,3,0,32.0,7,,986.9363002699802,1,29521.0
777,Convenience,CBD,No,Large,6.8,340.6,8,1,94.0,21,,389.65040534075354,0,110887.0
778,Convenience,Street,No,Small,21.1,185.0,4,1,178.0,63,,593.6030227715299,1,39066.0
779,Convenience,Mall,No,Medium,1.4,158.2,3,2,119.0,37,,1473.692555901003,0,152904.0
780,Kiosk,Street,Yes,Medium,10.2,354.8,6,1,210.0,78,41.01819135132688,1096.3052069302817,3,68936.0
781,Hypermarket,Residential,Yes,Medium,2.9,341.0,8,3,175.0,64,76.93355023933226,898.2926869036646,0,150370.0
782,Hypermarket,Residential,No,Large,3.1,260.0,6,2,137.0,42,,1347.256089620327,1,280218.0
783,Supermarket,CBD,No,Medium,5.6,173.9,4,4,272.0,69,,,0,184767.0
784,Kiosk,Mall,No,Large,4.9,319.5,7,2,164.0,36,,1315.8022206205392,1,170467.0
785,Supermarket,Street,Yes,Medium,3.9,311.5,7,2,157.0,48,9.306766796376886,1240.5118087769629,0,174464.0
786,Convenience,Street,No,Medium,4.6,145.9,3,1,163.0,51,,983.6637729465792,0,92085.0
787,Supermarket,Residential,No,Medium,1.0,196.9,4,2,110.0,21,,677.0956485174188,0,184354.0
788,Hypermarket,Residential,No,Medium,2.7,260.5,6,2,143.0,41,,1004.9010489425139,0,132418.0
789,Supermarket,CBD,Yes,Small,7.1,116.6,1,2,303.0,76,25.416881540532216,1462.1707915462148,1,192816.0
790,Supermarket,Street,No,Large,2.7,440.5,11,2,79.0,21,,1242.2187464182782,0,149598.0
791,Hypermarket,CBD,No,Small,9.9,122.9,3,0,65.0,20,,763.6452355601375,1,61154.0
792,Supermarket,Residential,Yes,Large,17.2,437.4,8,2,215.0,66,16.170859146944004,,1,142110.0
793,Supermarket,CBD,No,Medium,10.9,333.0,8,1,260.0,64,,403.91737382159465,0,73887.0
794,Convenience,CBD,No,Medium,0.4,253.5,6,2,317.0,89,,1181.8048469189275,1,237534.0
795,Convenience,Residential,Yes,Medium,7.3,259.7,7,2,156.0,39,66.49443380285236,1013.933286262027,2,98971.0
796,Convenience,Residential,No,Medium,14.3,163.8,5,3,121.0,32,,526.8267895916586,1,78646.0
797,Supermarket,Street,No,Small,2.9,96.3,3,1,280.0,88,,543.4693610792674,0,119932.0
798,Kiosk,Mall,No,Small,4.4,102.8,4,1,58.0,17,,927.7718061019982,0,62441.0
799,Hypermarket,Street,No,Medium,3.8,62.0,3,2,234.0,64,,453.35806812329764,1,173547.0
800,Convenience,Mall,No,Small,3.6,108.7,4,0,113.0,34,,100.0,2,56516.0
801,Supermarket,CBD,Yes,Small,3.4,88.5,1,1,79.0,27,16.794389044781017,1314.7266945328481,1,74373.0
802,Kiosk,Street,No,Medium,1.4,99.5,3,1,130.0,32,,1633.9130824812619,0,93343.0
803,Hypermarket,Mall,Yes,Medium,3.7,321.9,8,1,265.0,73,26.29171039501219,925.9734654988692,1,173123.0
804,Supermarket,CBD,No,Medium,1.2,289.8,5,0,82.0,19,,,0,83482.0
805,Convenience,Street,No,Small,4.5,105.4,5,2,507.0,152,,1408.1508711847196,0,127318.0
806,Kiosk,Mall,No,Small,17.4,65.1,1,1,54.0,15,,947.7456026923902,2,32986.0
807,Kiosk,CBD,No,Large,2.4,215.3,6,0,224.0,79,,1028.1210556259794,0,130099.0
808,Supermarket,Residential,No,Large,10.3,451.9,10,3,151.0,43,,994.4970103592057,0,261000.0
809,Kiosk,Mall,Yes,Large,9.6,562.3,11,0,144.0,36,33.42983795879635,1333.1122126274606,0,631003.0
810,Hypermarket,Street,Yes,Medium,0.7,373.5,8,0,38.0,16,26.853058217578766,826.5819226943404,0,68397.0
811,Supermarket,Street,No,Small,2.3,113.3,1,2,168.0,38,,633.8697860438153,0,60998.0
812,Convenience,Street,Yes,Small,2.0,135.9,2,2,81.0,22,24.45264786143769,1659.1711269341336,0,67279.0
813,Convenience,Mall,No,Small,7.5,101.8,5,2,181.0,67,,1089.0045752352353,1,100117.0
814,Supermarket,Residential,No,Medium,12.5,275.3,3,0,67.0,10,,1126.784114364411,0,59616.0
815,Convenience,Mall,Yes,Small,3.4,106.4,3,3,202.0,59,10.509050255981109,1571.6149919277545,0,225364.0
816,Supermarket,Residential,No,Medium,2.8,91.2,1,1,185.0,58,,909.8519283553045,1,166352.0
817,Supermarket,Street,Yes,Large,7.7,151.5,2,2,409.0,119,19.33775682737956,796.616219832012,2,214574.0
818,Kiosk,Mall,No,Small,17.8,131.3,2,0,90.0,26,,1190.7692689142987,1,36568.0
819,Hypermarket,Residential,No,Large,1.3,262.9,7,0,110.0,38,,926.4849576348579,1,188503.0
820,Supermarket,Residential,Yes,Large,10.8,509.3,11,2,258.0,70,40.13369613038779,1058.7542518355876,1,302517.0
821,Kiosk,Residential,No,Large,5.0,299.0,5,1,124.0,31,,748.7439228124,2,58559.0
822,Supermarket,Street,No,Small,9.1,194.1,8,0,301.0,93,,831.7898725684573,0,80967.0
823,Convenience,Street,Yes,Medium,6.7,414.2,9,1,325.0,85,30.893346570627692,894.4244635655596,0,122809.0
824,Convenience,CBD,No,Small,7.3,117.3,5,1,149.0,47,,1357.3050578418452,0,53163.0
825,Convenience,Mall,No,Medium,7.0,145.6,4,2,140.0,35,,1107.9356712491074,0,173433.0
826,Hypermarket,CBD,Yes,Large,13.2,506.7,13,1,120.0,40,10.21881902121235,1003.0637780319386,0,265019.0
827,Kiosk,CBD,No,Small,4.0,127.2,3,4,158.0,52,,481.55241620073554,1,66462.0
828,Supermarket,Mall,No,Small,3.5,132.8,2,2,176.0,61,,717.84844404265,1,128144.0
829,Kiosk,Residential,No,Medium,17.7,339.9,6,2,138.0,48,,1944.8855515956516,0,131640.0
830,Supermarket,Street,Yes,Small,0.8,70.3,4,3,302.0,98,20.590560004446434,1233.375085921862,0,126716.0
831,Convenience,Street,No,Small,4.4,142.9,2,1,74.0,26,,1548.8948279568904,1,95122.0
832,Hypermarket,CBD,No,Large,3.7,335.5,8,2,48.0,12,,734.2199838515563,0,170163.0
833,Supermarket,Residential,No,Large,2.9,287.3,6,1,428.0,102,,471.52876981186955,1,220035.0
834,Supermarket,Street,No,Medium,2.5,279.9,7,1,60.0,22,,1586.9502599866319,0,155525.0
835,Convenience,Street,Yes,Small,3.2,93.3,7,2,69.0,16,29.111024613729658,524.4919536612189,0,44038.0
836,Kiosk,Residential,Yes,Medium,4.6,148.4,3,1,222.0,72,58.255492122688246,1099.1941729072566,1,103911.0
837,Kiosk,Street,No,Medium,8.6,133.8,4,1,181.0,48,,1395.3777177563516,0,76109.0
838,Hypermarket,Residential,Yes,Medium,6.5,268.4,5,1,103.0,29,20.9960781299221,697.6802952093055,0,113032.0
839,Supermarket,Residential,Yes,Medium,5.0,125.4,1,2,423.0,109,33.74487546408263,1079.5208682602704,0,153665.0
840,Supermarket,Mall,No,Medium,6.8,188.6,5,0,147.0,52,,1111.681235867819,0,161422.0
841,Supermarket,CBD,No,Medium,5.1,235.4,3,1,178.0,62,,852.1079617169381,2,100010.0
842,Convenience,Mall,Yes,Large,3.0,193.1,3,2,209.0,59,29.87444384903997,342.0176875464706,2,160008.0
843,Supermarket,Residential,Yes,Medium,12.0,152.0,3,2,183.0,59,14.326727555621392,991.4232017720658,0,140415.0
844,Kiosk,Mall,Yes,Medium,3.0,257.6,7,1,246.0,77,37.349966447234344,876.451691719472,0,85372.0
845,Supermarket,Residential,Yes,Large,4.8,407.9,8,1,180.0,46,32.83699931469114,116.49468196066266,1,220632.0
846,Convenience,Street,Yes,Large,12.8,303.6,8,2,265.0,75,30.416167789201445,1027.5085821438727,0,236928.0
847,Supermarket,Residential,No,Large,8.9,372.1,6,0,89.0,15,,,1,97494.0
848,Convenience,Mall,No,Large,3.3,423.8,9,2,158.0,46,,1124.9882290222376,1,210275.0
849,Supermarket,Residential,No,Small,10.3,54.4,2,3,316.0,78,,1129.2366559310728,0,211031.0
850,Supermarket,Mall,Yes,Medium,2.2,267.1,4,4,589.0,178,50.2724792370846,745.8806112033977,0,374077.0
851,Supermarket,Mall,No,Medium,4.1,302.9,7,1,56.0,14,,1113.6328180903472,0,124010.0
852,Hypermarket,CBD,Yes,Small,3.7,81.4,1,1,241.0,53,19.307630586324056,591.9717360771655,1,119210.0
853,Hypermarket,Residential,Yes,Small,3.9,81.1,1,1,123.0,34,46.82889857589931,1607.0641743627007,0,100121.0
854,Supermarket,Residential,No,Medium,2.6,159.1,2,1,303.0,117,,1215.0252294265542,1,94538.0
855,Kiosk,CBD,Yes,Medium,14.4,278.3,4,1,567.0,175,3.5413600828481475,1100.2939075211084,0,174205.0
856,Convenience,Residential,No,Small,1.5,83.1,4,2,177.0,52,,1511.0340997298586,0,116028.0
857,Kiosk,Street,No,Large,1.7,370.3,8,1,47.0,12,,1165.0112845672215,0,56279.0
858,Kiosk,Street,No,Large,3.8,358.6,5,3,92.0,23,,690.7768296173404,0,71189.0
859,Convenience,Street,Yes,Small,1.9,117.7,2,1,227.0,71,26.05820644517865,546.8699320301444,1,40899.0
860,Hypermarket,Mall,No,Small,0.3,120.1,4,2,124.0,46,,631.4869585724841,1,118107.0
861,Supermarket,Street,Yes,Large,7.2,351.4,11,1,286.0,87,27.86441135565302,728.8905067116414,0,211472.0
862,Supermarket,Mall,Yes,Small,9.9,147.0,4,1,170.0,56,35.81009536521415,299.381114353184,1,79196.0
863,Hypermarket,Residential,No,Medium,5.0,203.3,5,1,107.0,32,,810.2449140985743,1,119375.0
864,Hypermarket,Street,No,Small,1.3,120.1,4,0,41.0,16,,1006.305736996608,1,54624.0
865,Hypermarket,Street,No,Medium,3.1,216.5,3,2,127.0,42,,1404.6118451142763,1,134073.0
866,Hypermarket,Street,Yes,Medium,5.1,123.9,5,0,300.0,90,102.86337983387646,816.5560212093169,0,195872.0
867,Kiosk,Residential,Yes,Medium,5.8,407.9,10,0,288.0,95,31.260417173347427,707.1497065531127,2,80469.0
868,Kiosk,Mall,No,Medium,7.7,245.4,3,2,127.0,44,,1124.4584012343296,1,133293.0
869,Hypermarket,Mall,No,Large,8.8,423.5,10,2,151.0,48,,634.2601235615209,0,201491.0
870,Kiosk,Street,No,Medium,8.1,365.3,10,2,76.0,26,,730.9061251976414,0,49092.0
871,Hypermarket,Mall,No,Large,1.7,193.4,3,3,140.0,39,,744.0742405303272,0,278919.0
872,Convenience,CBD,No,Small,7.8,89.8,1,1,374.0,116,,1551.6757628376195,0,131643.0
873,Kiosk,Street,Yes,Medium,1.3,235.3,5,1,168.0,54,9.162956321199433,1325.5637396132495,1,83867.0
874,Convenience,CBD,Yes,Large,8.4,389.9,9,1,67.0,20,22.012866810449978,872.71769196606,1,86347.0
875,Kiosk,Mall,No,Small,0.6,145.1,2,0,167.0,44,,1266.7576704751373,0,32353.0
876,Supermarket,Mall,No,Large,4.0,428.9,8,0,292.0,78,,884.768939822172,1,284039.0
877,Kiosk,CBD,No,Medium,6.1,380.8,9,1,61.0,12,,1445.4802100972224,0,79237.0
878,Supermarket,Mall,No,Small,4.6,115.6,3,0,109.0,31,,1032.2739644654432,2,78733.0
879,Supermarket,Street,No,Medium,2.3,209.2,5,1,415.0,108,,1171.0134953768738,2,147615.0
880,Supermarket,CBD,Yes,Large,9.4,321.0,8,2,96.0,23,19.188413447361004,765.3200786655225,1,225836.0
881,Convenience,Street,Yes,Medium,3.6,205.3,3,1,91.0,20,7.363058952173422,1172.161762117209,0,95252.0
882,Supermarket,CBD,No,Medium,0.7,370.6,7,2,140.0,37,,1478.811183013783,0,134177.0
883,Hypermarket,Mall,No,Small,4.2,74.5,1,1,182.0,61,,748.9442647650654,1,92858.0
884,Supermarket,Residential,Yes,Medium,6.0,213.1,1,0,108.0,42,22.24263962257101,1131.961189444557,0,102998.0
885,Supermarket,Street,Yes,Medium,8.7,260.3,6,2,209.0,62,51.21137152950336,,0,185516.0
886,Supermarket,CBD,Yes,Small,9.1,150.7,1,3,193.0,60,26.197963364513168,731.5222562790022,0,127063.0
887,Kiosk,Street,No,Small,3.0,55.5,1,2,116.0,34,,1320.9199506429125,2,41743.0
888,Hypermarket,Street,No,Medium,2.4,255.2,5,0,88.0,36,,1171.0126182666381,0,123132.0
889,Hypermarket,Residential,Yes,Large,6.8,375.6,7,1,109.0,27,24.480975340260507,1337.942403608044,1,257050.0
890,Convenience,Residential,No,Small,2.8,120.6,5,0,100.0,42,,614.730660227086,0,47406.0
891,Convenience,Residential,No,Large,9.7,317.4,5,0,196.0,64,,1353.8779391685503,1,204419.0
892,Hypermarket,Mall,No,Small,4.6,75.3,1,0,98.0,32,,1210.3640194937384,0,101299.0
893,Supermarket,Street,Yes,Small,2.6,154.3,3,1,217.0,75,61.06882320919303,1012.0060675133162,1,127733.0
894,Hypermarket,Residential,No,Large,13.6,375.0,9,0,95.0,31,,1478.389143119231,1,129605.0
895,Supermarket,Residential,No,Medium,1.1,224.3,4,5,133.0,44,,1108.9553843432493,0,1759621.0
896,Convenience,Residential,No,Small,6.4,95.6,3,2,238.0,69,,1008.6132340775646,4,66165.0
897,Supermarket,Street,Yes,Small,6.2,94.6,3,0,295.0,79,38.76299766403249,1153.8749914068856,1,96161.0
898,Hypermarket,Residential,No,Medium,2.7,414.3,8,1,251.0,67,,365.46315894730867,0,95062.0
899,Convenience,Mall,No,Medium,10.5,186.2,6,1,148.0,37,,837.4368390600185,1,145405.0
900,Convenience,CBD,No,Large,7.0,295.0,10,0,364.0,116,,404.6909040340663,0,163804.0
