property_id,property_type,neighborhood,furnishing_status,property_age_years,size_sqm,num_bedrooms,num_bathrooms,distance_to_cbd_km,service_charge_kes,garage_size_sqm,security_rating,amenities_score,nearby_schools_count,monthly_rent_kes
710,Maisonette,Westlands,Unfurnished,26.1,63.9,2,2,6.6,11406.0,20.5,2.0,32.2,6,52318.0
711,Bungalow,South B,Fully Furnished,1.7,112.2,4,3,5.0,20549.0,9.3,4.0,63.7,4,147119.0
712,Apartment,Ngong Road,Unfurnished,11.7,106.0,3,3,9.2,21979.0,,4.0,64.3,1,82935.0
713,Studio,South B,Unfurnished,1.7,119.6,4,4,13.9,19411.0,,3.0,79.1,2,62807.0
714,Apartment,Westlands,Unfurnished,8.0,73.7,1,2,8.7,15769.0,,4.0,1.1,2,46390.0
715,Studio,Ngong Road,Unfurnished,6.2,87.3,3,2,15.6,21368.0,,3.0,61.1,3,45505.0
716,Apartment,Westlands,Unfurnished,11.8,68.7,3,3,3.7,13878.0,,3.0,89.8,2,73210.0
717,Apartment,Ngong Road,Unfurnished,8.9,151.1,6,4,2.7,29297.0,,4.0,60.1,4,230363.0
718,Studio,Ngong Road,Unfurnished,4.6,68.0,3,3,13.8,8649.0,,4.0,83.5,2,52294.0
719,Maisonette,South B,Unfurnished,5.0,132.8,4,4,18.4,29500.0,5.4,,68.6,1,141882.0
720,Apartment,Ngong Road,Unfurnished,6.0,64.5,3,3,10.4,5190.0,,3.0,53.0,3,33976.0
721,Bungalow,Kilimani,Unfurnished,10.1,84.1,2,1,5.4,16516.0,18.1,3.0,89.5,3,134644.0
722,Maisonette,Ngong Road,Unfurnished,5.6,69.1,1,2,8.5,12915.0,17.2,2.0,90.1,2,51485.0
723,Maisonette,Ruaka,Unfurnished,18.4,131.7,4,3,3.4,28687.0,19.8,4.0,75.6,3,200503.0
724,Studio,Ngong Road,Fully Furnished,10.8,92.3,3,1,6.7,17617.0,,3.0,75.0,3,57023.0
725,Townhouse,Kilimani,Unfurnished,5.8,90.2,3,3,6.4,19764.0,12.8,4.0,37.2,2,129211.0
726,Townhouse,Ngong Road,Unfurnished,8.6,99.2,3,2,7.9,21999.0,7.8,4.0,39.9,1,93036.0
727,Maisonette,Ngong Road,Unfurnished,1.7,41.7,1,1,4.1,2945.0,7.8,2.0,25.3,2,27975.0
728,Apartment,Westlands,Fully Furnished,11.3,72.0,3,3,15.3,9867.0,,4.0,37.5,2,72955.0
729,Apartment,Westlands,Unfurnished,6.4,97.1,3,3,8.7,18331.0,,2.0,65.5,0,97166.0
730,Apartment,South B,Unfurnished,12.1,38.5,2,2,11.3,3941.0,,4.0,31.7,0,24266.0
731,Townhouse,South B,Semi-Furnished,6.2,138.6,4,3,5.2,16404.0,8.5,2.0,48.4,4,173066.0
732,Apartment,Kilimani,Unfurnished,2.3,92.1,3,3,8.0,12709.0,,3.0,63.9,2,84786.0
733,Studio,South B,Unfurnished,1.1,147.4,5,4,4.3,30973.0,,5.0,54.6,5,142075.0
734,Maisonette,Karen,Semi-Furnished,17.0,105.3,4,3,8.0,20245.0,3.0,4.0,81.3,2,140170.0
735,Apartment,Westlands,Semi-Furnished,3.7,109.6,5,4,5.3,9306.0,,5.0,78.7,4,344683.0
736,Apartment,Westlands,Fully Furnished,2.4,140.5,5,4,4.9,21129.0,,,82.1,0,241017.0
737,Apartment,South B,Fully Furnished,3.7,92.1,3,2,6.8,19690.0,,4.0,21.7,1,88115.0
738,Maisonette,Kilimani,Fully Furnished,7.4,51.8,2,2,7.3,3756.0,23.7,2.0,100.0,1,66775.0
739,Bungalow,Ruaka,Unfurnished,3.1,83.3,2,2,19.0,15726.0,16.6,4.0,48.1,1,41201.0
740,Apartment,Karen,Semi-Furnished,9.3,87.3,3,3,8.5,19602.0,,4.0,90.6,2,127975.0
741,Apartment,Karen,Unfurnished,6.3,46.2,2,2,4.8,10730.0,,4.0,62.1,2,34153.0
742,Bungalow,Kilimani,Fully Furnished,1.8,66.7,2,1,1.4,12491.0,19.6,,56.2,2,97363.0
743,Studio,Kilimani,Semi-Furnished,1.6,88.1,2,2,2.1,17451.0,,2.0,34.8,0,49374.0
744,Maisonette,Kilimani,Fully Furnished,5.9,119.2,5,4,13.9,23848.0,19.5,3.0,20.5,1,150873.0
745,Apartment,Ngong Road,Semi-Furnished,2.0,91.4,3,3,1.7,24668.0,,4.0,30.2,1,73554.0
746,Studio,South B,Unfurnished,6.0,98.1,3,2,7.6,17817.0,,3.0,40.4,3,34463.0
747,Maisonette,Westlands,Semi-Furnished,6.4,196.3,6,4,22.5,41004.0,5.8,4.0,64.3,2,397437.0
748,Townhouse,Westlands,Semi-Furnished,14.8,88.1,3,2,3.2,18940.0,22.9,2.0,27.2,2,136205.0
749,Maisonette,Ruaka,Unfurnished,19.3,111.0,4,3,2.2,20494.0,22.3,3.0,61.8,5,164561.0
750,Maisonette,Ngong Road,Unfurnished,1.9,130.6,4,3,2.8,23799.0,20.1,3.0,85.6,2,180400.0
751,Apartment,Karen,Unfurnished,4.6,93.5,2,3,7.4,17782.0,,2.0,100.0,4,125881.0
752,Studio,Kilimani,Unfurnished,2.7,144.6,4,3,13.5,28004.0,,3.0,47.3,2,94409.0
753,Townhouse,Ngong Road,Unfurnished,5.4,22.0,0,1,1.7,4797.0,19.3,3.0,40.4,3,22360.0
754,Bungalow,Westlands,Semi-Furnished,14.3,89.5,3,3,3.4,16680.0,3.0,4.0,91.2,3,78673.0
755,Apartment,South B,Unfurnished,5.5,85.3,2,2,22.7,16592.0,,4.0,100.0,2,29917.0
756,Apartment,Ngong Road,Unfurnished,14.2,90.7,3,3,1.8,15757.0,,4.0,78.0,4,82975.0
757,Apartment,South B,Semi-Furnished,4.0,105.1,4,4,3.5,15752.0,,5.0,72.1,0,117867.0
758,Maisonette,South B,Unfurnished,14.4,22.0,1,1,12.0,2682.0,15.9,,75.3,3,18493.0
759,Apartment,Ruaka,Unfurnished,8.9,101.5,4,3,2.4,24422.0,,2.0,55.4,3,120302.0
760,Studio,Ruaka,Semi-Furnished,4.2,95.2,3,2,7.9,18400.0,,2.0,39.2,4,44626.0
761,Studio,Ruaka,Unfurnished,2.1,30.7,1,2,2.8,3432.0,,4.0,57.4,4,21531.0
762,Studio,Kilimani,Unfurnished,7.3,125.9,4,3,11.2,23435.0,,3.0,50.8,4,114067.0
763,Maisonette,Kilimani,Unfurnished,8.0,122.7,4,3,8.5,22692.0,16.1,4.0,57.7,2,133793.0
764,Apartment,South B,Fully Furnished,5.1,22.0,1,1,15.3,4875.0,,4.0,79.3,2,30554.0
765,Apartment,Kilimani,Unfurnished,5.8,48.4,1,1,2.7,10578.0,,4.0,66.6,2,38179.0
766,Apartment,Karen,Semi-Furnished,11.8,50.4,1,1,2.6,9828.0,,4.0,48.8,3,30803.0
767,Studio,Ngong Road,Fully Furnished,2.9,122.2,4,4,14.3,29331.0,,4.0,80.8,2,83206.0
768,Townhouse,Ngong Road,Semi-Furnished,14.1,122.3,3,3,4.6,19677.0,8.5,3.0,76.8,2,118115.0
769,Maisonette,Ngong Road,Unfurnished,7.6,73.8,2,2,11.4,8386.0,18.6,4.0,57.1,2,37761.0
770,Studio,Ruaka,Semi-Furnished,14.0,102.6,4,4,11.8,19915.0,,3.0,39.7,1,60840.0
771,Apartment,Westlands,Unfurnished,6.3,84.5,3,2,22.4,15920.0,,5.0,8.7,3,46664.0
772,Maisonette,Ruaka,Unfurnished,8.3,144.6,5,3,10.6,22488.0,8.1,2.0,67.7,4,318428.0
773,Bungalow,Ruaka,Semi-Furnished,2.3,51.5,1,1,4.0,8753.0,25.6,4.0,78.2,2,36952.0
774,Maisonette,Karen,Unfurnished,0.7,59.1,2,2,3.2,8026.0,5.9,,18.1,1,54472.0
775,Townhouse,Kilimani,Unfurnished,0.7,74.4,2,3,11.4,11232.0,2.6,3.0,69.9,4,100969.0
776,Apartment,Kilimani,Fully Furnished,9.4,75.4,4,3,1.2,13902.0,,,76.6,2,146819.0
777,Maisonette,Kilimani,Unfurnished,6.6,96.8,2,1,5.4,16695.0,18.7,,35.7,0,79510.0
778,Townhouse,South B,Semi-Furnished,17.4,149.2,4,4,3.8,29577.0,9.3,,53.7,4,185120.0
779,Studio,South B,Unfurnished,4.5,84.0,3,3,10.1,10002.0,,3.0,99.4,0,33058.0
780,Apartment,Kilimani,Unfurnished,3.7,125.0,4,4,20.9,22330.0,,4.0,56.1,4,118360.0
781,Apartment,Karen,Unfurnished,3.9,63.7,2,2,10.6,7598.0,,5.0,80.3,6,99722.0
782,Townhouse,Westlands,Semi-Furnished,13.7,104.3,3,3,12.4,19668.0,13.0,5.0,35.1,2,144260.0
783,Apartment,South B,Unfurnished,1.2,114.0,4,3,15.6,17065.0,,5.0,55.4,1,82174.0
784,Maisonette,Westlands,Unfurnished,7.1,121.9,4,4,1.9,26258.0,23.6,3.0,46.3,3,186849.0
785,Maisonette,Ngong Road,Unfurnished,4.6,92.7,3,2,11.8,21800.0,22.5,1.0,55.2,3,86685.0
786,Studio,Westlands,Unfurnished,5.6,42.1,1,1,6.7,10843.0,,2.0,62.6,2,20246.0
787,Apartment,Kilimani,Unfurnished,1.7,55.3,1,1,6.9,11743.0,,4.0,67.5,2,52195.0
788,Apartment,Ngong Road,Semi-Furnished,3.7,22.0,0,1,4.1,5821.0,,3.0,27.2,4,23816.0
789,Apartment,Karen,Fully Furnished,5.0,132.3,4,4,9.5,26994.0,,4.0,34.4,2,228877.0
790,Bungalow,South B,Unfurnished,13.4,69.8,1,2,8.8,11359.0,6.6,3.0,75.2,5,33115.0
791,Maisonette,South B,Unfurnished,18.9,115.7,3,3,0.8,18363.0,23.3,3.0,65.4,1,82113.0
792,Studio,South B,Unfurnished,6.1,80.2,2,2,20.8,8256.0,,4.0,15.1,2,17622.0
793,Apartment,South B,Semi-Furnished,3.3,50.8,1,1,11.2,7922.0,,4.0,34.5,3,30843.0
794,Maisonette,Ngong Road,Unfurnished,1.4,86.7,3,2,10.8,15011.0,21.3,2.0,59.3,2,74592.0
795,Studio,Kilimani,Semi-Furnished,6.1,39.6,2,2,12.6,3788.0,,4.0,69.3,2,31432.0
796,Studio,Karen,Semi-Furnished,10.5,98.5,2,1,5.0,20460.0,,5.0,79.3,3,53269.0
797,Maisonette,Kilimani,Unfurnished,7.9,65.1,2,1,15.2,9862.0,7.5,4.0,35.1,3,39994.0
798,Apartment,Kilimani,Unfurnished,2.5,127.4,3,2,9.7,17720.0,,,59.9,5,79492.0
799,Apartment,Kilimani,Fully Furnished,9.1,108.5,3,2,3.5,19638.0,,5.0,86.2,3,124840.0
800,Apartment,Kilimani,Semi-Furnished,3.0,91.7,4,3,11.2,16874.0,,5.0,56.6,1,117135.0
801,Apartment,Westlands,Fully Furnished,2.8,79.9,2,2,2.1,15974.0,,2.0,8.6,0,47073.0
802,Studio,Ngong Road,Semi-Furnished,1.7,103.3,3,3,7.2,14870.0,,3.0,54.4,4,87360.0
803,Apartment,South B,Semi-Furnished,15.5,62.3,2,2,11.1,11216.0,,4.0,91.7,1,32101.0
804,Apartment,Karen,Unfurnished,6.7,130.1,4,3,13.6,13914.0,,3.0,61.5,2,135871.0
805,Apartment,Ngong Road,Unfurnished,1.8,44.4,1,2,4.0,9795.0,,,71.9,2,45869.0
806,Apartment,Ngong Road,Unfurnished,3.8,81.0,3,3,9.5,15444.0,,3.0,56.8,2,63079.0
807,Studio,Westlands,Fully Furnished,2.5,56.2,1,1,25.9,9419.0,,3.0,77.1,2,31542.0
808,Apartment,Karen,Unfurnished,1.7,115.4,4,3,12.1,16633.0,,4.0,45.0,2,104802.0
809,Studio,Ruaka,Unfurnished,4.8,78.0,3,2,6.7,12901.0,,4.0,9.6,0,25320.0
810,Bungalow,South B,Unfurnished,8.5,94.5,2,2,11.4,19208.0,12.8,,53.8,6,63431.0
811,Apartment,Westlands,Unfurnished,2.1,43.9,2,3,9.8,13118.0,,4.0,20.2,1,40179.0
812,Studio,Kilimani,Fully Furnished,0.2,123.9,5,4,9.4,27130.0,,,84.7,1,98026.0
813,Apartment,Westlands,Fully Furnished,14.3,99.2,4,3,14.8,18042.0,,4.0,10.7,1,102903.0
814,Apartment,Ngong Road,Fully Furnished,4.4,102.5,3,4,12.7,15037.0,,2.0,69.3,2,74335.0
815,Apartment,Westlands,Fully Furnished,0.9,122.8,3,2,17.0,15534.0,,4.0,64.8,2,128732.0
816,Bungalow,Kilimani,Fully Furnished,10.1,36.0,2,2,3.5,8341.0,22.0,3.0,100.0,2,63077.0
817,Maisonette,Ruaka,Fully Furnished,0.8,217.9,6,5,4.5,49032.0,17.1,3.0,48.0,2,788019.0
818,Apartment,Westlands,Unfurnished,3.7,162.0,5,4,2.6,33291.0,,4.0,43.7,2,366115.0
819,Bungalow,South B,Semi-Furnished,9.9,85.3,2,2,6.2,9968.0,16.6,4.0,54.1,1,48988.0
820,Apartment,Ruaka,Unfurnished,0.7,65.8,2,2,3.0,10909.0,,4.0,40.7,3,47776.0
821,Maisonette,Kilimani,Unfurnished,5.8,65.6,1,1,4.7,12021.0,28.6,5.0,7.8,3,53606.0
822,Apartment,Kilimani,Semi-Furnished,2.2,71.4,3,3,14.9,11831.0,,4.0,68.1,2,82757.0
823,Bungalow,Kilimani,Semi-Furnished,5.1,104.1,3,3,9.0,18279.0,23.4,4.0,90.4,0,136473.0
824,Apartment,Kilimani,Unfurnished,10.4,113.1,3,3,11.0,15244.0,,4.0,51.6,2,94174.0
825,Apartment,Westlands,Unfurnished,5.6,95.5,4,4,16.4,16812.0,,3.0,46.3,2,90362.0
826,Apartment,Kilimani,Unfurnished,4.0,75.5,2,2,15.1,17880.0,,5.0,47.0,1,34743.0
827,Apartment,Ruaka,Fully Furnished,4.7,49.3,2,2,10.1,8196.0,,4.0,65.0,3,63117.0
828,Studio,Kilimani,Unfurnished,7.8,70.1,1,1,12.1,14742.0,,5.0,18.5,2,21353.0
829,Townhouse,Westlands,Unfurnished,5.5,55.3,2,3,5.8,9552.0,24.5,3.0,51.3,2,69944.0
830,Townhouse,Karen,Unfurnished,6.1,61.5,3,3,7.1,11574.0,2.7,2.0,38.7,1,81598.0
831,Apartment,Westlands,Unfurnished,1.3,88.7,2,2,7.5,15791.0,,2.0,57.4,0,57253.0
832,Apartment,South B,Semi-Furnished,2.1,69.2,2,1,8.2,13101.0,,,94.2,3,24603.0
833,Apartment,Kilimani,Unfurnished,6.5,44.3,1,1,2.2,9203.0,,5.0,51.2,2,31550.0
834,Townhouse,Ngong Road,Fully Furnished,1.4,44.6,2,2,6.3,9358.0,13.3,2.0,86.1,0,51736.0
835,Maisonette,Ngong Road,Unfurnished,7.7,87.4,4,3,5.7,17467.0,24.9,4.0,54.9,1,81542.0
836,Apartment,Karen,Fully Furnished,0.6,65.2,2,2,9.5,9966.0,,4.0,12.2,4,62239.0
837,Townhouse,Westlands,Semi-Furnished,5.4,45.7,1,2,6.8,6624.0,18.8,3.0,19.3,3,30275.0
838,Townhouse,Kilimani,Semi-Furnished,5.3,135.9,5,4,24.0,26757.0,2.1,3.0,44.2,2,179926.0
839,Studio,Karen,Unfurnished,10.8,91.1,3,3,7.8,15256.0,,3.0,47.7,1,86798.0
840,Townhouse,Kilimani,Fully Furnished,5.2,57.6,2,3,11.9,11563.0,16.4,3.0,80.7,2,79648.0
841,Maisonette,Ruaka,Unfurnished,7.9,96.9,3,2,1.0,15190.0,7.8,4.0,74.9,4,115309.0
842,Maisonette,Westlands,Semi-Furnished,4.0,131.1,4,2,10.1,21002.0,18.4,4.0,30.2,1,123930.0
843,Maisonette,South B,Unfurnished,5.8,80.6,2,3,0.8,12036.0,15.9,3.0,51.9,2,71838.0
844,Townhouse,Westlands,Unfurnished,6.7,98.6,4,4,2.8,20645.0,20.9,4.0,38.4,2,189999.0
845,Maisonette,South B,Unfurnished,14.9,47.4,2,2,20.6,9439.0,30.2,5.0,69.3,4,29621.0
846,Bungalow,South B,Semi-Furnished,3.7,126.0,4,3,6.2,18217.0,11.3,3.0,46.8,1,158490.0
847,Studio,Kilimani,Fully Furnished,7.6,38.3,1,1,13.6,5570.0,,3.0,73.1,2,24026.0
848,Townhouse,Kilimani,Fully Furnished,3.5,79.7,3,3,13.1,15106.0,18.9,5.0,54.5,2,96549.0
849,Apartment,Kilimani,Unfurnished,4.6,22.0,0,1,4.9,2880.0,,4.0,49.2,4,16386.0
850,Maisonette,Ruaka,Unfurnished,4.6,96.7,2,2,14.3,14705.0,16.4,3.0,65.3,2,51915.0
851,Apartment,Ngong Road,Unfurnished,7.8,99.6,3,2,7.2,21977.0,,5.0,12.0,0,48268.0
852,Apartment,South B,Unfurnished,14.3,55.6,3,3,2.2,9320.0,,3.0,45.5,1,41154.0
853,Apartment,Kilimani,Unfurnished,8.9,46.0,1,2,7.7,9543.0,,,72.0,3,38368.0
854,Townhouse,Ruaka,Semi-Furnished,4.6,133.9,4,3,11.2,24739.0,15.7,4.0,79.0,5,126726.0
855,Maisonette,Westlands,Unfurnished,15.1,72.7,2,1,4.5,13786.0,26.8,4.0,46.2,2,55458.0
856,Apartment,Ruaka,Unfurnished,17.1,110.4,3,2,16.1,21908.0,,,38.2,0,59214.0
857,Apartment,Ngong Road,Unfurnished,3.3,64.6,2,1,10.7,9545.0,,3.0,82.4,3,28268.0
858,Maisonette,Ngong Road,Semi-Furnished,4.1,122.8,4,4,16.3,16365.0,16.1,,57.7,2,165901.0
859,Apartment,South B,Unfurnished,4.4,134.3,5,3,1.9,18385.0,,3.0,24.9,1,222300.0
860,Townhouse,Ruaka,Semi-Furnished,20.3,123.2,3,2,23.0,22976.0,11.0,5.0,24.1,2,77450.0
861,Apartment,Karen,Semi-Furnished,3.1,80.4,2,3,8.3,16146.0,,4.0,42.4,3,82124.0
862,Bungalow,Ngong Road,Semi-Furnished,4.5,106.2,4,3,2.8,15057.0,20.5,5.0,70.8,1,163838.0
863,Apartment,Westlands,Fully Furnished,1.6,60.4,1,1,9.0,11830.0,,4.0,49.3,3,62668.0
864,Bungalow,Westlands,Fully Furnished,6.9,130.3,4,3,9.2,20927.0,15.5,3.0,69.0,3,196157.0
865,Townhouse,South B,Semi-Furnished,6.8,129.7,4,3,8.6,18176.0,10.0,4.0,68.4,4,157041.0
866,Maisonette,Kilimani,Fully Furnished,1.8,118.1,3,3,8.8,18074.0,11.2,4.0,0.0,1,203844.0
867,Bungalow,Westlands,Unfurnished,1.9,53.3,1,1,17.8,9417.0,7.3,3.0,71.2,0,20564.0
868,Studio,Kilimani,Unfurnished,1.7,112.5,3,3,3.0,18252.0,,5.0,77.6,1,130858.0
869,Studio,Kilimani,Semi-Furnished,7.2,70.4,3,3,9.2,10204.0,,4.0,45.0,3,36268.0
870,Maisonette,South B,Semi-Furnished,8.6,57.4,1,1,8.6,12955.0,14.3,4.0,74.0,0,33636.0
871,Maisonette,South B,Unfurnished,10.9,119.8,4,3,22.9,28389.0,24.3,2.0,27.4,3,78160.0
872,Bungalow,Ngong Road,Unfurnished,4.0,106.3,3,2,14.4,22587.0,22.9,4.0,62.7,1,108538.0
873,Studio,Ngong Road,Unfurnished,8.3,78.3,3,2,0.6,13967.0,,3.0,42.2,3,57063.0
874,Maisonette,Kilimani,Unfurnished,8.4,44.2,2,2,4.7,7543.0,16.9,4.0,47.1,2,43610.0
875,Apartment,Ruaka,Unfurnished,5.5,168.8,5,4,9.9,39987.0,,5.0,44.0,1,279771.0
876,Apartment,South B,Fully Furnished,13.9,130.3,5,5,2.2,23864.0,,4.0,59.3,2,229728.0
877,Apartment,Karen,Semi-Furnished,11.0,99.4,3,2,13.9,22406.0,,4.0,53.3,1,86146.0
878,Apartment,South B,Fully Furnished,0.5,81.5,2,2,10.7,10619.0,,4.0,71.3,2,50254.0
879,Townhouse,Ngong Road,Unfurnished,13.4,81.6,3,2,16.4,10789.0,8.3,4.0,30.8,2,60739.0
880,Bungalow,Kilimani,Semi-Furnished,0.7,95.7,4,3,2.6,16844.0,7.4,3.0,46.8,2,141909.0
881,Apartment,Kilimani,Unfurnished,9.7,73.0,2,1,9.3,12516.0,,3.0,66.8,5,73771.0
882,Townhouse,Westlands,Fully Furnished,6.2,88.2,3,2,10.0,14492.0,17.5,3.0,70.9,2,133625.0
883,Apartment,Kilimani,Unfurnished,9.7,47.4,1,1,7.9,8752.0,,4.0,62.0,4,30346.0
884,Apartment,Kilimani,Fully Furnished,4.9,150.0,5,4,8.8,24342.0,,4.0,58.3,4,409646.0
885,Studio,Kilimani,Semi-Furnished,9.6,105.0,4,2,6.8,18296.0,,5.0,39.0,1,61982.0
886,Apartment,Ngong Road,Unfurnished,0.9,54.4,2,1,20.8,9787.0,,,54.3,2,24331.0
887,Maisonette,Ruaka,Unfurnished,7.4,22.0,0,1,11.0,3642.0,14.6,3.0,66.8,3,20861.0
888,Apartment,Ruaka,Semi-Furnished,13.6,81.6,3,3,15.1,13792.0,,3.0,65.3,3,74379.0
889,Studio,Ruaka,Unfurnished,12.0,75.8,2,3,10.1,12358.0,,5.0,51.6,2,24847.0
890,Townhouse,Ngong Road,Semi-Furnished,9.2,113.1,5,4,11.9,21140.0,21.2,2.0,87.7,3,204786.0
891,Studio,Ngong Road,Unfurnished,10.4,86.2,2,2,10.7,16574.0,,4.0,48.6,2,19569.0
892,Apartment,Karen,Unfurnished,5.0,26.7,1,2,7.0,4663.0,,4.0,63.9,2,25950.0
893,Bungalow,Ruaka,Unfurnished,3.0,53.8,2,2,11.8,8448.0,12.9,3.0,70.4,2,44145.0
894,Maisonette,Karen,Semi-Furnished,16.3,131.8,5,4,6.5,24979.0,9.7,5.0,40.3,1,285393.0
895,Apartment,Kilimani,Unfurnished,8.0,70.2,3,2,5.0,13391.0,,3.0,73.7,5,128186.0
896,Apartment,Ngong Road,Unfurnished,7.7,75.7,2,2,12.9,12904.0,,4.0,49.0,0,31178.0
897,Studio,Westlands,Semi-Furnished,7.4,80.0,3,2,7.1,9096.0,,4.0,58.5,0,60711.0
898,Maisonette,Westlands,Semi-Furnished,4.7,52.0,1,2,6.2,11238.0,17.1,4.0,35.3,3,56328.0
899,Apartment,Ruaka,Unfurnished,15.8,60.8,1,1,3.7,8831.0,,4.0,80.8,5,28793.0
900,Apartment,Ngong Road,Semi-Furnished,10.5,135.1,4,4,29.8,22960.0,,2.0,100.0,2,98182.0
