campaign_id,platform,campaign_objective,industry_sector,influencer_partnership,team_experience_level,campaign_duration_days,daily_budget_kes,total_campaign_spend_kes,target_audience_size,creative_count,avg_engagement_rate_pct,click_through_rate_pct,previous_campaign_success_score,influencer_fee_kes,campaign_roi_pct
609,Facebook,Conversion,Retail,No,Novice,13.0,14613.0,192127.0,216949.0,5,2.9152986915350154,2.37,65.3,,33.5
610,Facebook,Conversion,Hospitality,Yes,Novice,15.0,5010.0,73824.0,84240.0,1,2.8295615968468963,2.87,70.1,15713.666088703978,37.21
611,Google Ads,Awareness,Technology,Yes,Intermediate,8.0,8790.0,74393.0,65298.0,6,3.745143332804044,0.66,29.5,76177.54794555274,15.56
612,TikTok,Conversion,Finance,No,Expert,22.0,9468.0,216874.0,89390.0,5,2.8021512498632863,2.09,82.4,,36.33
613,Google Ads,Consideration,Retail,No,Novice,22.0,6451.0,134515.0,44926.0,3,1.7775703120962032,1.81,55.6,,16.84
614,Instagram,Consideration,Finance,Yes,Intermediate,15.0,7883.0,112225.0,58370.0,3,4.705055561102538,1.06,74.3,118041.02924344849,25.62
615,Instagram,Conversion,Education,Yes,Intermediate,13.0,3700.0,44658.0,34747.0,6,,3.37,42.8,5000.0,47.51
616,Instagram,Consideration,Technology,No,Novice,4.0,3159.0,13924.0,53848.0,3,3.4054246792886858,2.1,46.2,,13.5
617,TikTok,Conversion,Education,Yes,Intermediate,26.0,6285.0,175078.0,83456.0,7,0.5320301146207544,1.33,73.3,23623.122122973346,15.94
618,TikTok,Awareness,Education,No,Intermediate,18.0,8934.0,169301.0,23374.0,6,1.743974290613403,1.47,54.5,,-3.92
619,Facebook,Awareness,Finance,No,Expert,15.0,5463.0,79198.0,68913.0,5,5.8465485027363675,2.45,53.4,,36.59
620,TikTok,Consideration,Retail,Yes,Novice,11.0,2707.0,31442.0,103006.0,7,4.662266190553684,2.04,35.0,12454.113450953808,29.14
621,TikTok,Awareness,Education,Yes,Intermediate,9.0,12420.0,115373.0,37186.0,9,0.05,0.75,76.9,66785.8839631349,9.18
622,TikTok,Awareness,Retail,Yes,Intermediate,41.0,2054.0,80622.0,284283.0,4,3.724980446773247,2.38,17.5,17849.93205063634,6.57
623,Google Ads,Conversion,Retail,Yes,Intermediate,15.0,7367.0,110376.0,93613.0,3,0.7824152734356074,2.14,50.4,36856.125060184604,24.44
624,Email,Awareness,Technology,No,Novice,7.0,2269.0,16375.0,95864.0,4,3.5896526722842745,1.92,65.3,,14.45
625,Instagram,Conversion,Retail,Yes,Intermediate,22.0,2065.0,43774.0,132997.0,9,3.9090947678925376,0.88,49.0,43056.69886601931,24.47
626,Facebook,Awareness,Retail,No,Expert,19.0,1559.0,32108.0,55970.0,5,0.05,1.47,76.5,,9.59
627,Google Ads,Conversion,Technology,No,Expert,27.0,1070.0,28363.0,70562.0,4,3.8698603576741344,1.31,40.7,,30.48
628,Facebook,Consideration,Education,No,Intermediate,27.0,1117.0,30714.0,187747.0,3,4.737738346662716,0.77,47.5,,53.46
629,Google Ads,Conversion,Retail,Yes,Novice,24.0,3998.0,94461.0,78409.0,7,1.1104276316847113,0.98,56.6,74691.27728823472,24.06
630,Instagram,Conversion,Finance,No,Expert,7.0,5335.0,38411.0,79299.0,3,3.9889534291809103,1.47,58.2,,58.96
631,Facebook,Conversion,Hospitality,No,Novice,32.0,3761.0,123788.0,63056.0,7,2.2663868396062212,0.13,55.4,,-4.68
632,Facebook,Consideration,Technology,No,Expert,27.0,8316.0,240097.0,35250.0,4,0.6392964814832034,2.49,6.6,,19.55
633,TikTok,Consideration,Retail,Yes,Intermediate,22.0,3388.0,74068.0,61331.0,2,,2.93,48.1,26868.836274993137,34.71
634,TikTok,Consideration,Finance,Yes,Intermediate,6.0,9350.0,60630.0,442416.0,3,3.6521789668567797,1.91,77.5,72046.21422576191,36.27
635,Google Ads,Conversion,Retail,Yes,Expert,25.0,12305.0,310024.0,98274.0,6,3.3146546024026957,2.6,24.2,74755.77086420037,28.63
636,TikTok,Consideration,Retail,No,Intermediate,16.0,21357.0,331501.0,140251.0,6,4.688719604097949,1.9,66.3,,18.83
637,Instagram,Conversion,Retail,Yes,Intermediate,11.0,4429.0,47434.0,37468.0,2,3.997304944238214,2.21,55.6,63943.0200182678,48.9
638,Instagram,Consideration,Retail,Yes,Intermediate,28.0,8661.0,226366.0,313602.0,4,,2.44,65.8,72797.01162753541,43.29
639,Facebook,Awareness,Retail,No,Novice,9.0,5934.0,51634.0,94481.0,10,6.8576861242517815,1.72,77.5,,11.35
640,TikTok,Awareness,Hospitality,Yes,Intermediate,13.0,5055.0,66639.0,128388.0,5,2.847912593548704,1.07,55.0,69102.83758412313,20.9
641,Instagram,Conversion,Technology,No,Intermediate,14.0,5416.0,71450.0,136205.0,5,,1.57,44.9,,-6.31
642,Instagram,Conversion,Finance,No,Intermediate,18.0,1290.0,23503.0,128167.0,4,1.5185064427217325,1.72,65.4,,35.13
643,TikTok,Awareness,Retail,No,Expert,13.0,6534.0,79884.0,13428.0,3,2.969811844617906,1.85,50.4,,17.51
644,Google Ads,Consideration,Hospitality,No,Expert,12.0,1251.0,16174.0,163626.0,5,1.392866489807271,1.73,59.1,,29.46
645,Instagram,Conversion,Retail,No,Novice,34.0,13089.0,425489.0,351351.0,4,5.082879646079424,0.22,65.2,,18.19
646,Facebook,Consideration,Hospitality,Yes,Intermediate,51.0,10529.0,570479.0,107233.0,7,5.424742154382212,1.41,68.1,42553.27494934829,-1.87
647,Instagram,Consideration,Hospitality,Yes,Expert,10.0,12531.0,120174.0,86824.0,4,4.8666322264941355,2.75,38.1,14542.10868651548,49.1
648,Facebook,Conversion,Technology,No,Intermediate,18.0,19374.0,342694.0,98008.0,6,2.510257429170436,1.59,53.4,,13.69
649,Google Ads,Awareness,Hospitality,Yes,Intermediate,22.0,9179.0,215112.0,161374.0,6,3.9821158749484735,1.74,59.0,103238.19461851678,34.17
650,Email,Consideration,Retail,Yes,Novice,8.0,29085.0,237099.0,134245.0,4,1.8122970337260607,0.85,41.0,39389.91517962031,-1.12
651,Instagram,Conversion,Retail,Yes,Novice,13.0,10712.0,140574.0,87890.0,3,3.426924888110578,0.27,66.6,31915.780313563064,7.84
652,Instagram,Awareness,Finance,No,Expert,8.0,11314.0,90535.0,200130.0,5,4.220493431245744,3.21,66.6,,46.07
653,TikTok,Awareness,Education,No,Expert,11.0,8243.0,93453.0,103442.0,3,0.05,1.38,28.0,,-11.12
654,Google Ads,Awareness,Technology,No,Intermediate,24.0,10613.0,243290.0,324624.0,3,4.142524868277487,0.59,10.7,,36.75
655,Google Ads,Conversion,Retail,No,Intermediate,16.0,11592.0,190206.0,211390.0,6,3.7089694262869015,1.77,76.1,,54.16
656,Google Ads,Conversion,Hospitality,No,Intermediate,15.0,1201.0,18956.0,138261.0,7,2.7165419175508707,1.81,31.3,,42.79
657,Email,Awareness,Finance,Yes,Expert,3.0,596.0,1755.0,53585.0,7,3.8418815556719768,1.39,24.4,109898.0890764347,30.15
658,Facebook,Conversion,Education,Yes,Expert,16.0,15251.0,248712.0,95658.0,7,3.669837202424022,0.49,69.9,12612.60083027056,25.94
659,Google Ads,Awareness,Education,No,Intermediate,7.0,2547.0,18368.0,156959.0,5,5.029285978621148,0.22,69.7,,20.84
660,Google Ads,Consideration,Technology,Yes,Intermediate,6.0,11289.0,68494.0,19828.0,7,3.197288506280692,2.45,32.1,145028.58063410272,30.15
661,Google Ads,Conversion,Education,No,Novice,13.0,14384.0,199237.0,6812.0,5,2.4812803281305564,2.44,65.7,,16.59
662,TikTok,Conversion,Retail,No,Intermediate,15.0,7802.0,113296.0,28517.0,2,4.18246985514059,2.12,35.5,,22.96
663,Google Ads,Consideration,Retail,Yes,Intermediate,8.0,18322.0,140242.0,279479.0,7,2.0777227343993734,1.78,82.0,95113.5441584799,51.72
664,Facebook,Awareness,Technology,No,Novice,18.0,5540.0,98815.0,25341.0,4,0.05,0.45,81.9,,-19.42
665,Google Ads,Conversion,Education,Yes,Novice,3.0,6142.0,18419.0,64385.0,2,5.668770475039845,1.97,26.5,90997.64481085508,62.76
666,Facebook,Consideration,Finance,No,Intermediate,17.0,21455.0,355727.0,84494.0,3,,0.87,55.0,,1.83
667,Email,Awareness,Hospitality,Yes,Intermediate,31.0,4922.0,153219.0,41412.0,3,5.385545829273049,2.3,75.7,25317.601306728437,56.15
668,Email,Consideration,Finance,No,Novice,3.0,23198.0,72658.0,86164.0,2,3.8249397031740884,1.6,35.8,,-1.92
669,Email,Conversion,Retail,No,Novice,8.0,11121.0,87624.0,67302.0,2,1.576885221377024,1.38,71.3,,13.87
670,Facebook,Conversion,Retail,Yes,Expert,28.0,8218.0,225985.0,16096.0,6,3.4099304115095235,2.33,50.2,24989.703596989104,38.65
671,Facebook,Awareness,Finance,No,Expert,11.0,2070.0,22065.0,66991.0,3,5.318200236744158,3.2,42.8,,23.19
672,Instagram,Conversion,Finance,No,Intermediate,28.0,4008.0,116830.0,158974.0,3,,2.74,44.8,,33.66
673,Email,Consideration,Finance,No,Intermediate,3.0,7537.0,24309.0,30810.0,2,,1.98,75.3,,12.6
674,Google Ads,Consideration,Technology,No,Expert,15.0,17487.0,256925.0,106685.0,5,1.9923248669219455,2.49,49.5,,29.68
675,Instagram,Awareness,Technology,Yes,Intermediate,5.0,4882.0,21737.0,168464.0,3,1.4992824764808406,1.92,66.7,34937.52219670237,27.65
676,Google Ads,Conversion,Hospitality,No,Intermediate,18.0,5026.0,86097.0,247479.0,7,1.7709395973665727,2.32,4.6,,11.93
677,Instagram,Awareness,Retail,Yes,Intermediate,7.0,5054.0,36978.0,268159.0,6,4.222317415708686,2.03,48.2,39966.03905492436,45.76
678,Facebook,Awareness,Technology,No,Intermediate,29.0,6258.0,189198.0,174174.0,4,4.39467916210619,1.32,46.7,,9.25
679,TikTok,Awareness,Retail,No,Intermediate,9.0,16658.0,154726.0,148151.0,7,4.32331519952077,1.76,60.7,,30.09
680,Google Ads,Consideration,Retail,Yes,Novice,20.0,4656.0,94309.0,121245.0,3,5.261326626267778,1.04,61.8,21179.701306281935,44.74
681,Instagram,Awareness,Technology,No,Novice,23.0,878.0,20663.0,171238.0,6,0.4410964542884681,1.4,59.3,,13.48
682,Email,Awareness,Education,No,Novice,21.0,7883.0,163654.0,41540.0,3,3.9141528198273594,2.65,31.3,,26.9
683,Google Ads,Awareness,Technology,No,Expert,12.0,582.0,7115.0,100222.0,2,6.061261509609334,0.53,35.4,,44.31
684,Instagram,Conversion,Finance,No,Novice,3.0,6561.0,19006.0,62589.0,4,1.6445881207943898,2.55,26.8,,35.56
685,Facebook,Awareness,Education,Yes,Expert,7.0,9892.0,65462.0,76396.0,3,5.311639443856128,3.1,88.0,32744.701815651868,70.12
686,Facebook,Conversion,Finance,No,Novice,10.0,500.0,4540.0,65288.0,5,1.873020488766707,2.72,73.0,,34.59
687,Instagram,Awareness,Hospitality,No,Novice,24.0,8020.0,186697.0,47964.0,2,2.3666008332780972,2.29,36.1,,22.72
688,Google Ads,Awareness,Finance,Yes,Intermediate,9.0,2777.0,24705.0,132682.0,6,,3.01,72.0,21073.858180049338,55.02
689,Email,Conversion,Hospitality,Yes,Novice,5.0,7215.0,35587.0,50155.0,2,1.3525759384555351,1.55,18.1,41518.80155206863,23.31
690,Google Ads,Conversion,Hospitality,Yes,Intermediate,11.0,5437.0,64244.0,143829.0,7,,2.15,100.0,20257.89975106404,34.12
691,TikTok,Conversion,Retail,No,Novice,13.0,1530.0,21690.0,6297.0,3,2.011703842043754,2.47,62.5,,31.02
692,Instagram,Awareness,Finance,No,Intermediate,30.0,6211.0,188921.0,65130.0,6,2.2986390178786995,2.58,80.3,,28.26
693,Instagram,Conversion,Hospitality,No,Intermediate,24.0,17438.0,423213.0,109762.0,5,4.425842523640022,0.02,69.5,,-87.02
694,Instagram,Consideration,Finance,No,Novice,13.0,11680.0,144546.0,270427.0,8,3.001852526510212,2.13,39.9,,12.86
695,Facebook,Conversion,Education,No,Intermediate,3.0,4248.0,12909.0,13835.0,4,1.831370943125137,1.71,37.7,,11.72
696,Google Ads,Awareness,Technology,No,Expert,15.0,6518.0,101503.0,266184.0,3,3.2449291081251777,1.98,32.9,,22.06
697,Google Ads,Awareness,Finance,No,Expert,14.0,8398.0,134275.0,216090.0,4,3.6163254620037764,1.06,45.2,,36.32
698,Instagram,Awareness,Retail,No,Novice,14.0,11634.0,165696.0,30302.0,6,4.81748611464272,3.07,78.8,,41.35
699,Google Ads,Conversion,Retail,No,Intermediate,20.0,21443.0,449820.0,130337.0,4,3.7162390294118524,1.22,53.1,,16.66
700,TikTok,Conversion,Hospitality,No,Intermediate,11.0,3796.0,42398.0,57250.0,2,,2.74,54.5,,36.31
701,Facebook,Consideration,Technology,No,Intermediate,37.0,5357.0,189902.0,107689.0,3,5.231545319626528,1.91,58.3,,37.64
702,Facebook,Awareness,Retail,No,Intermediate,3.0,5630.0,16205.0,60452.0,4,1.1013847556333243,1.46,49.5,,9.64
703,Facebook,Conversion,Technology,No,Expert,13.0,3466.0,41554.0,83706.0,5,,0.02,70.9,,-12.45
704,Google Ads,Consideration,Education,No,Expert,23.0,1267.0,29881.0,22249.0,5,4.509180113808786,2.56,53.4,,65.78
705,TikTok,Conversion,Hospitality,No,Expert,5.0,10893.0,49303.0,120347.0,4,2.977412335818924,1.0,55.2,,28.96
706,Google Ads,Conversion,Education,Yes,Novice,5.0,7399.0,37426.0,69069.0,5,4.975424286914855,2.2,83.2,14673.085946243584,24.7
707,Email,Conversion,Retail,Yes,Intermediate,16.0,3523.0,56798.0,197213.0,14,5.156709091729718,0.52,77.9,14357.858872894241,32.24
708,Google Ads,Awareness,Retail,No,Expert,38.0,6807.0,258371.0,69418.0,2,2.9268319447442996,1.51,27.3,,14.15
709,Instagram,Consideration,Hospitality,Yes,Expert,3.0,7022.0,22905.0,45577.0,1,7.751863124431752,1.78,32.3,16214.267520878675,47.66
710,Email,Awareness,Finance,Yes,Novice,13.0,4411.0,51457.0,132170.0,5,2.813488064142535,2.91,83.3,47735.86052439012,16.97
711,Facebook,Conversion,Education,Yes,Novice,16.0,11083.0,184165.0,34866.0,5,1.9299192310764064,1.67,62.5,40464.422629356646,14.22
712,Facebook,Conversion,Hospitality,No,Expert,9.0,13837.0,131922.0,78509.0,7,5.471599435817914,0.36,50.2,,27.23
713,Google Ads,Awareness,Finance,No,Intermediate,3.0,7037.0,21060.0,29745.0,3,1.3370620704230267,2.3,54.5,,22.7
714,Instagram,Awareness,Education,Yes,Novice,6.0,610.0,3650.0,188223.0,3,3.0067837503442387,4.73,47.0,87090.61992683298,44.09
715,Instagram,Consideration,Technology,Yes,Intermediate,4.0,1603.0,5609.0,160427.0,5,0.5371440544734223,1.39,47.0,14642.445298188295,-1.69
716,Google Ads,Conversion,Finance,Yes,Intermediate,14.0,2520.0,34526.0,25401.0,6,0.3955390275983901,1.9,60.8,5000.0,46.8
717,Google Ads,Conversion,Hospitality,No,Intermediate,5.0,4449.0,18920.0,265696.0,8,5.308216993280329,2.71,62.8,,80.42
718,Google Ads,Awareness,Technology,No,Expert,7.0,15010.0,107367.0,109167.0,7,1.6867462631556496,0.93,96.9,,28.58
719,Google Ads,Consideration,Technology,No,Intermediate,8.0,5754.0,42125.0,33417.0,4,3.373054393116079,1.07,78.3,,28.09
720,Google Ads,Conversion,Hospitality,No,Expert,28.0,5673.0,159762.0,54226.0,2,7.674136066202916,3.27,44.2,,38.28
721,Facebook,Consideration,Technology,Yes,Intermediate,18.0,4686.0,87791.0,44342.0,6,0.43258770026110094,0.71,28.1,52943.860767503895,18.59
722,TikTok,Awareness,Education,No,Expert,12.0,7274.0,85384.0,62723.0,3,2.249855159819443,1.08,49.4,,14.92
723,Google Ads,Consideration,Technology,No,Intermediate,10.0,5000.0,51077.0,81188.0,4,2.4209754600925373,1.53,50.9,,63.25
724,Instagram,Awareness,Finance,No,Novice,17.0,934.0,15638.0,101477.0,4,3.027076033734027,0.27,61.5,,30.31
725,TikTok,Consideration,Finance,No,Intermediate,20.0,13099.0,281293.0,94568.0,10,0.05,1.96,67.4,,8.19
726,Instagram,Consideration,Retail,No,Novice,15.0,10827.0,162056.0,99296.0,7,,2.14,66.1,,2.07
727,Facebook,Consideration,Finance,No,Novice,7.0,4429.0,29104.0,46377.0,11,3.261984422868889,1.74,48.4,,16.21
728,Instagram,Conversion,Technology,No,Intermediate,30.0,7708.0,247287.0,199073.0,7,3.9761096298157286,2.93,53.2,,35.9
729,Instagram,Conversion,Technology,No,Intermediate,25.0,13879.0,336685.0,1944.0,2,1.6943449910519786,0.62,57.6,,4.62
730,Facebook,Conversion,Finance,No,Intermediate,13.0,11298.0,142132.0,31987.0,4,2.407460806459894,2.14,57.8,,17.54
731,Facebook,Conversion,Retail,Yes,Novice,32.0,14055.0,443594.0,14399.0,5,4.436664690775567,3.04,60.8,72572.70282019417,27.63
732,Instagram,Conversion,Technology,No,Novice,26.0,17107.0,415574.0,31287.0,2,4.119442548113124,3.03,59.6,,12.39
733,Google Ads,Awareness,Finance,No,Intermediate,16.0,11069.0,184659.0,150495.0,6,2.8897165787482635,1.09,79.5,,5.57
734,Email,Awareness,Retail,No,Expert,22.0,16153.0,351803.0,87825.0,4,0.5264036109328867,4.27,96.9,,37.4
735,Google Ads,Consideration,Hospitality,No,Intermediate,28.0,10376.0,299656.0,72198.0,6,1.9385149513577675,2.42,36.3,,21.63
736,Instagram,Conversion,Hospitality,No,Expert,21.0,7109.0,154286.0,70669.0,3,4.42101833540219,1.86,58.1,,41.86
737,Instagram,Consideration,Technology,Yes,Intermediate,3.0,5206.0,14707.0,187961.0,4,4.5410755637148,0.85,43.2,55740.89811834564,33.02
738,TikTok,Consideration,Retail,No,Intermediate,19.0,8847.0,162643.0,43782.0,3,6.403597774332097,1.2,54.4,,28.74
739,Facebook,Consideration,Finance,No,Novice,14.0,14473.0,203479.0,53470.0,7,5.179585926516911,2.34,67.6,,38.51
740,TikTok,Conversion,Finance,No,Novice,23.0,2118.0,51062.0,97283.0,2,4.033049546711238,0.28,65.0,,16.02
741,Email,Conversion,Finance,No,Novice,26.0,3576.0,88849.0,68850.0,4,6.32157245792667,1.28,78.0,,45.17
742,Email,Consideration,Retail,No,Intermediate,3.0,3389.0,10489.0,101954.0,1,6.182202988379028,1.59,61.2,,49.23
743,TikTok,Conversion,Hospitality,No,Intermediate,25.0,11948.0,300002.0,32858.0,2,0.05,1.5,70.1,,-10.02
744,Instagram,Conversion,Retail,No,Novice,31.0,14251.0,452247.0,37947.0,4,3.579599437424833,2.51,60.0,,11.65
745,Instagram,Conversion,Technology,No,Novice,10.0,22422.0,218233.0,239462.0,8,2.1234156359215253,2.9,99.2,,9.96
746,Instagram,Awareness,Finance,No,Intermediate,14.0,11997.0,167666.0,19622.0,4,2.5391369216574016,1.52,74.0,,20.56
747,Instagram,Consideration,Education,No,Intermediate,3.0,6272.0,19308.0,43004.0,7,5.762071254109073,0.46,55.3,,40.92
748,TikTok,Consideration,Finance,Yes,Expert,5.0,4426.0,23797.0,195974.0,4,4.766975264940541,3.1,47.0,29713.854499650162,65.75
749,Facebook,Conversion,Technology,No,Intermediate,3.0,4138.0,14409.0,152078.0,8,3.9475528851420107,1.0,56.9,,40.58
750,Instagram,Consideration,Education,No,Novice,7.0,13285.0,93263.0,73060.0,4,4.862209682824026,2.23,79.2,,45.04
751,Email,Awareness,Finance,No,Novice,43.0,7916.0,344447.0,72899.0,6,0.7642721066503171,3.13,100.0,,37.18
752,Instagram,Consideration,Retail,Yes,Intermediate,5.0,8615.0,43712.0,91252.0,6,4.138480742644452,0.49,66.3,11274.131726369571,34.16
753,Instagram,Conversion,Hospitality,Yes,Novice,23.0,14927.0,341504.0,86038.0,8,6.903685987403096,1.18,43.3,142866.16109792932,24.09
754,TikTok,Conversion,Retail,No,Intermediate,14.0,6836.0,100139.0,46514.0,8,4.248314198700732,2.28,56.5,,29.72
755,Instagram,Consideration,Technology,No,Intermediate,7.0,12606.0,79740.0,39977.0,4,5.300764387098882,3.55,31.4,,54.01
756,Facebook,Consideration,Retail,No,Novice,5.0,2784.0,13281.0,137385.0,9,5.318319410285984,1.42,64.0,,32.03
757,Google Ads,Conversion,Technology,Yes,Novice,18.0,15515.0,294004.0,64779.0,3,4.079441339331899,2.18,90.1,37251.41427074016,29.01
758,Email,Awareness,Retail,No,Expert,7.0,10478.0,76886.0,21593.0,5,4.433169981707534,2.82,60.6,,36.21
759,Email,Conversion,Retail,No,Expert,3.0,3438.0,10368.0,146277.0,6,3.65271436286902,0.28,34.2,,-48.89
760,Google Ads,Awareness,Hospitality,No,Intermediate,3.0,5546.0,17754.0,95519.0,4,3.666663373397628,1.54,40.1,,-5.47
761,Instagram,Awareness,Retail,No,Novice,17.0,1126.0,19857.0,67847.0,7,5.239600477445933,1.15,41.1,,-3.91
762,Instagram,Conversion,Retail,No,Intermediate,30.0,10117.0,299271.0,112653.0,8,4.341421460310219,2.11,45.1,,25.99
763,TikTok,Conversion,Hospitality,Yes,Intermediate,5.0,8601.0,47707.0,107124.0,3,5.008692561667935,1.55,44.8,123789.81090410292,56.07
764,Facebook,Consideration,Education,Yes,Intermediate,13.0,6242.0,79233.0,40754.0,7,2.2089066363276966,2.03,25.9,59300.65447182823,22.33
765,Instagram,Awareness,Technology,No,Novice,9.0,12926.0,111830.0,84899.0,2,5.716120419243722,3.45,52.8,,41.62
766,Instagram,Conversion,Hospitality,No,Intermediate,12.0,10894.0,124596.0,93885.0,5,,2.75,35.6,,9.99
767,Instagram,Consideration,Retail,No,Intermediate,9.0,2344.0,20576.0,26943.0,3,5.5291929952528065,0.08,65.3,,27.19
768,Instagram,Consideration,Technology,Yes,Expert,9.0,3764.0,32538.0,56409.0,3,4.737950354661201,1.21,84.9,10787.710214790955,38.64
769,Google Ads,Conversion,Technology,Yes,Intermediate,8.0,5451.0,44541.0,81707.0,4,2.370500027320303,4.1,81.0,82522.15778439931,54.23
770,Facebook,Conversion,Finance,No,Expert,22.0,2652.0,58348.0,77349.0,5,,3.42,47.0,,68.49
771,TikTok,Consideration,Finance,No,Novice,13.0,14743.0,180081.0,119795.0,10,1.0942787252935742,1.57,50.5,,15.13
772,Facebook,Conversion,Retail,No,Intermediate,20.0,2528.0,50335.0,54550.0,6,1.961632315775665,2.35,99.6,,30.84
773,Google Ads,Conversion,Education,No,Intermediate,12.0,12139.0,141382.0,85056.0,7,4.363326707417996,0.02,83.9,,-55.14
774,Google Ads,Awareness,Finance,No,Intermediate,7.0,3027.0,18819.0,127002.0,3,2.8981856147250022,3.51,47.6,,39.39
775,Google Ads,Awareness,Technology,No,Intermediate,5.0,4926.0,25471.0,14978.0,11,2.399668827504566,1.93,43.1,,21.47
776,Instagram,Conversion,Retail,No,Intermediate,7.0,3768.0,26145.0,138700.0,6,6.011870638120647,1.84,60.3,,46.73
777,Google Ads,Awareness,Education,No,Expert,10.0,11349.0,111561.0,121679.0,3,3.255363341512111,0.94,63.3,,24.49
778,Instagram,Awareness,Finance,No,Novice,15.0,21953.0,309081.0,150697.0,5,1.803653134927855,2.28,48.5,,5.74
779,Email,Consideration,Technology,No,Expert,7.0,10091.0,78618.0,44541.0,5,1.9006639924585993,1.08,52.3,,22.77
780,Google Ads,Consideration,Technology,No,Intermediate,10.0,11569.0,127136.0,68743.0,4,1.1764824834700125,0.76,78.9,,30.34
781,Google Ads,Conversion,Technology,Yes,Novice,7.0,1876.0,14180.0,62153.0,4,4.684575791611028,1.13,42.3,96484.7528004057,31.3
782,Instagram,Conversion,Finance,Yes,Intermediate,5.0,8667.0,40789.0,200299.0,6,2.7449409542236007,1.46,2.6,48519.037342881486,7.61
783,Google Ads,Awareness,Hospitality,No,Intermediate,14.0,13874.0,196516.0,54410.0,4,2.8623871066281685,0.9,49.7,,9.37
784,Instagram,Consideration,Education,No,Intermediate,22.0,17260.0,360944.0,16237.0,4,1.585018255259321,2.66,33.0,,24.67
785,Facebook,Awareness,Finance,No,Intermediate,3.0,7571.0,25703.0,17829.0,4,2.225114816637338,2.89,79.0,,26.09
786,Instagram,Awareness,Retail,No,Intermediate,11.0,17560.0,202712.0,83576.0,4,1.6162169435867388,2.06,76.4,,9.16
787,Email,Conversion,Technology,No,Intermediate,5.0,10173.0,57401.0,41389.0,4,1.6852260417631706,1.0,47.5,,27.71
788,Email,Awareness,Retail,Yes,Novice,34.0,8080.0,258577.0,175773.0,6,4.066777400538704,2.34,49.2,12523.317141839982,29.92
789,Google Ads,Consideration,Education,Yes,Expert,5.0,1255.0,7040.0,118991.0,4,0.05,2.7,51.3,58785.48001350862,49.79
790,Facebook,Conversion,Technology,No,Expert,15.0,6161.0,94319.0,24833.0,5,2.92146096769445,1.82,52.7,,36.85
791,Instagram,Awareness,Education,No,Expert,6.0,21190.0,115765.0,46473.0,7,1.6863623245695778,2.3,39.9,,12.65
792,Email,Awareness,Education,No,Expert,11.0,18832.0,215995.0,211347.0,7,4.630532135777317,2.91,47.4,,36.36
793,Google Ads,Consideration,Education,No,Intermediate,8.0,3908.0,31773.0,60685.0,2,6.211548499642312,0.36,40.9,,19.08
794,Email,Conversion,Technology,No,Intermediate,5.0,10620.0,52876.0,162216.0,8,1.438905725939292,2.48,41.7,,-105.98
795,Facebook,Conversion,Education,No,Expert,6.0,37029.0,235653.0,134066.0,3,2.842096323159178,1.86,83.0,,19.79
796,TikTok,Consideration,Education,No,Novice,11.0,5528.0,61455.0,167813.0,3,2.654410845421567,1.47,49.7,,-8.27
797,Google Ads,Conversion,Retail,No,Intermediate,9.0,3916.0,32777.0,70140.0,6,4.701781416416587,1.09,68.8,,38.2
798,Google Ads,Awareness,Education,No,Novice,17.0,3122.0,53303.0,32612.0,5,,0.78,38.1,,18.95
799,Google Ads,Awareness,Finance,No,Intermediate,19.0,8792.0,164962.0,241621.0,4,4.38773135735264,2.52,67.2,,26.85
800,Email,Awareness,Finance,Yes,Novice,11.0,5162.0,54514.0,40004.0,3,1.9598881647581794,2.82,43.3,35547.61045009756,22.41
801,Google Ads,Awareness,Education,No,Novice,17.0,3506.0,58042.0,124270.0,7,1.1064319951236121,1.2,33.9,,-6.32
802,Google Ads,Conversion,Retail,No,Intermediate,21.0,4048.0,87872.0,122914.0,3,5.541756987149396,1.01,61.5,,16.73
803,Google Ads,Conversion,Finance,No,Novice,37.0,7331.0,272593.0,179761.0,6,3.641978119911864,1.38,51.1,,18.84
804,Google Ads,Awareness,Technology,No,Intermediate,54.0,3046.0,162938.0,57589.0,6,2.9426529880365,0.02,98.9,,19.36
805,Instagram,Awareness,Hospitality,Yes,Novice,3.0,1347.0,3982.0,82032.0,5,4.16306173011273,2.21,43.3,89895.15549890013,27.84
806,Instagram,Conversion,Technology,No,Intermediate,12.0,6921.0,85608.0,121405.0,6,4.327658512864526,2.13,41.3,,14.76
807,Google Ads,Conversion,Education,No,Intermediate,5.0,8398.0,43034.0,127338.0,2,2.062319640700312,2.67,46.1,,39.91
808,TikTok,Conversion,Education,Yes,Intermediate,18.0,10928.0,185982.0,22806.0,3,1.0429986132623874,2.72,34.5,7604.6924376026445,43.39
809,Google Ads,Awareness,Hospitality,No,Expert,18.0,6820.0,123098.0,145781.0,8,2.4127571269254338,3.26,33.9,,-66.51
810,Facebook,Conversion,Education,Yes,Intermediate,26.0,1544.0,39839.0,43387.0,8,2.7310309884046458,1.66,71.6,51520.26093192607,24.19
811,Google Ads,Conversion,Finance,No,Intermediate,13.0,8603.0,116406.0,48763.0,5,0.05,3.66,61.9,,31.78
812,TikTok,Conversion,Finance,No,Expert,14.0,2387.0,37631.0,67733.0,3,1.7192462218621216,2.64,76.6,,40.8
